exam1Score,exam2Score
30.0,96.65161290322581
30.1,96.54928039702233
30.200000000000003,96.44694789081886
30.300000000000004,96.34461538461538
30.400000000000006,96.24228287841191
30.500000000000007,96.13995037220843
30.60000000000001,96.03761786600495
30.70000000000001,95.93528535980147
30.80000000000001,95.83295285359799
30.900000000000013,95.73062034739453
31.000000000000014,95.62828784119105
31.100000000000016,95.52595533498757
31.200000000000017,95.42362282878409
31.30000000000002,95.32129032258064
31.40000000000002,95.21895781637716
31.50000000000002,95.11662531017367
31.600000000000023,95.01429280397019
31.700000000000024,94.91196029776671
31.800000000000026,94.80962779156324
31.900000000000027,94.70729528535978
32.00000000000003,94.6049627791563
32.10000000000003,94.50263027295281
32.20000000000003,94.40029776674935
32.30000000000003,94.29796526054588
32.400000000000034,94.1956327543424
32.500000000000036,94.09330024813892
32.60000000000004,93.99096774193545
32.70000000000004,93.88863523573197
32.80000000000004,93.78630272952849
32.90000000000004,93.683970223325
33.00000000000004,93.58163771712155
33.100000000000044,93.47930521091807
33.200000000000045,93.37697270471459
33.30000000000005,93.27464019851111
33.40000000000005,93.17230769230765
33.50000000000005,93.06997518610417
33.60000000000005,92.96764267990069
33.70000000000005,92.86531017369721
33.800000000000054,92.76297766749373
33.900000000000055,92.66064516129026
34.00000000000006,92.5583126550868
34.10000000000006,92.45598014888331
34.20000000000006,92.35364764267983
34.30000000000006,92.25131513647636
34.40000000000006,92.1489826302729
34.500000000000064,92.04665012406942
34.600000000000065,91.94431761786593
34.70000000000007,91.84198511166247
34.80000000000007,91.73965260545899
34.90000000000007,91.6373200992555
35.00000000000007,91.53498759305202
35.10000000000007,91.43265508684857
35.200000000000074,91.33032258064509
35.300000000000075,91.2279900744416
35.40000000000008,91.12565756823813
35.50000000000008,91.02332506203467
35.60000000000008,90.92099255583119
35.70000000000008,90.81866004962771
35.80000000000008,90.71632754342423
35.900000000000084,90.61399503722075
36.000000000000085,90.51166253101728
36.10000000000009,90.40933002481381
36.20000000000009,90.30699751861033
36.30000000000009,90.20466501240685
36.40000000000009,90.10233250620338
36.50000000000009,89.99999999999991
36.600000000000094,89.89766749379643
36.700000000000095,89.79533498759295
36.8000000000001,89.69300248138948
36.9000000000001,89.590669975186
37.0000000000001,89.48833746898252
37.1000000000001,89.38600496277904
37.2000000000001,89.28367245657559
