temp,longitude,latitude,cat
20,-123.096575311857,46.2745787210105,hot
13,-120.567902767835,42.214226263226,hot
1,-118.85857708417,43.1290307571961,hot
13,-96.9713255198238,37.4173776664334,cold
11,-93.0858039172798,42.632273295125,cold
1,-91.1742003586118,40.7981687664585,cold
19,-96.7717979210069,44.2704650338589,cold
19,-90.3316059741509,40.8899474001721,cold
1,-93.7752545935595,41.246868449234,cold
11,-95.6564201934003,38.5401701743116,cold
13,-97.7536734552212,44.2535783290284,cold
4,-93.9167586233536,43.5250037313404,cold
17,-92.5678294456069,40.7430693490344,cold
20,-97.5073269719592,37.7782408012375,cold
16,-98.0905883598318,42.3181405848596,cold
7,-98.4620605021483,33.6697318312863,cold
19,-99.5622262274774,37.5942819041448,cold
15,-92.6096538796156,39.2237993108272,cold
14,-98.0856443331436,44.7304240565182,cold
20,-98.9863432234845,34.9712991262507,cold
8,-94.9174284991509,35.6873112020211,cold
15,-93.3736041628475,44.4431333213975,cold
4,-96.0831002369561,35.8616100959608,cold
16,-98.9410349383239,39.7207144572256,cold
20,-98.1013045197471,35.0053640461877,cold
9,-93.9030989378152,41.5698691917913,cold
19,-90.0926203095125,41.289013619376,cold
4,-93.1782291740932,32.5792076821925,cold
17,-93.575555182626,32.1012848634597,cold
9,-93.9481687568657,32.8607613488824,cold
20,-99.9709423293219,43.6311602080696,cold
13,-94.7288415138491,38.084154761487700,cold
2,-98.5731318121328,40.2182176642346,cold
11,-96.4672331478371,39.0392272272563,cold
8,-99.5358263575403,37.3606933799157,cold
5,-99.4565563744611,41.329139408111,cold
2,-96.2521961572179,38.8787557199667,cold
5,-96.4254962794823,42.6769405618736,cold
6,-96.5520303287985,39.9296340953259,cold
8,-91.4504805588296,39.9525489511605,cold
7,-90.3276255677631,38.9667629187185,cold
14,-98.5905905417675,39.8445580106828,cold
11,-93.4174989091527,35.9669962163085,cold
7,-94.0015272714396,42.468193137686700,cold
2,-92.5661852043982,36.8357933040914,cold
7,-99.6784167442613,39.3431455388119,cold
17,-93.3406958918942,41.7348582005842,cold
1,-90.5471343572377,39.8268226659356,cold
1,-96.7380745685487,42.1229849873499,cold
5,-97.9311929507128,41.8526618091193,cold
5,-95.6881594439165,39.562146123279500,cold
4,-90.2574214953142,41.0263433622628,cold
2,-91.4854954125044,39.19735780976310,cold
20,-92.328919008449,37.9869569633437,cold
9,-98.5510545814624,36.9719205098106,cold
17,-94.4648667512907,35.1795647175598,cold
12,-90.286188049793,35.3431040638873,cold
16,-96.2158791652355,35.8868295214616,cold
6,-94.7873187360113,41.3472999068005,cold
4,-91.5459210870537,36.3032049245384,cold
11,-95.3839468014505,39.1116768781745,cold
16,-96.347248843578,38.1841073940867,cold
15,-96.2483382376855,39.3951891757056,cold
4,-91.9341426554631,42.3052873301745,cold
15,-92.793068827332,35.3225291609432,cold
12,-92.1354914453472,36.8257880966222,cold
20,-91.6013227267935,41.1501130873071,cold
16,-92.8139964332131,40.974017059208100,cold
6,-99.1883583712264,35.5441101004047,cold
11,-94.7406206705355,38.7556707501251,cold
5,-91.3449089404724,35.3332953283858,cold
18,-96.8803500734403,37.8460180109297,cold
7,-98.7047418459884,36.79909834344,cold
10,-96.3632940179805,35.6322635998699,cold
18,-96.4793009515717,36.0238216943735,cold
7,-92.9183117017862,41.7093118791587,cold
17,-97.1411890371244,40.3573159905845,cold
18,-94.1567408297615,41.4601159813944,cold
11,-94.9505860076759,37.8709230983312,cold
17,-99.0129846598802,36.2311436683038,cold
5,-93.1077493824936,36.4393513730518,cold
7,-95.5624179177555,41.8558630812022,cold
2,-98.6301019125911,41.484268090318,cold
4,-93.7652087683626,37.6244777871385,cold
17,-93.3600777326955,37.5940095547374,cold
20,-97.1969681124892,35.8788881863687,cold
18,-90.074260978039,41.8759770774802,cold
8,-90.170068867246,38.7496308291459,cold
1,-91.1006416390027,41.3597537926426,cold
13,-96.5321392891568,42.3060981734595,cold
1,-96.7868787014223,40.9724785535496,cold
18,-91.0480260538896,35.9429566829473,cold
1,-95.224888929669,35.1418691050921,cold
11,-98.886660748467,38.327673563448100,cold
3,-96.6436065292871,37.8338626301936,cold
13,-90.1647328002116,40.250945994865,cold
1,-93.3321969754516,40.9950217934866,cold
13,-95.9864145734841,39.5536227556239,cold
13,-99.3896207629045,42.0352438314049,cold
15,-95.6940441710947,37.53003319400790,cold
14,-121.6955621452000,43.80449822167850,hot
6,-124.86158155569100,41.96712016357880,hot
12,-120.2953870569570,44.827026320430700,hot
20,-120.3819194968310,46.08288006474220,hot
10,-121.23390073533700,46.90940033672290,hot
20,-122.3118174167780,42.55887704587240,hot
11,-120.83834973048100,42.6698938394918,hot
18,-122.40693739538800,42.16312678011210,hot
1,-121.03703573037800,38.59831160105750,hot
10,-124.10392835836700,41.074536015706400,hot
16,-120.01886647314400,38.26605244597320,hot
8,-124.80384128896100,39.43278343869540,hot
18,-122.21315426541200,46.93547506055280,hot
9,-123.03561591410700,41.89040236404860,hot
11,-123.16889366087900,38.56990623641400,hot
19,-120.1168471870120,38.4428699271121,hot
3,-120.42073084560900,40.13893486732140,hot
9,-124.62547683391800,41.682175379408600,hot
2,-121.15288565833600,41.09183743642220,hot
2,-121.12457533438900,36.8728080167438,hot
20,-121.35372496153400,46.08348564262210,hot
2,-121.00892972574400,35.173447608013200,hot
15,-121.24704623855500,37.4109610724521,hot
5,-120.27599006022100,38.01252578927470,hot
5,-120.59096898595500,44.549622848307000,hot
18,-121.00039014209300,42.66766898088620,hot
14,-123.58581211371600,39.604170941558100,hot
14,-122.69543735483900,37.06216138021380,hot
7,-121.60545215835600,42.1083276249066,hot
14,-121.95305300419900,37.7464194469024,hot
3,-121.54093476543000,35.41013221690210,hot
19,-121.16490775638000,45.470759544896100,hot
3,-121.09323007482100,41.68357116232420,hot
12,-124.27013248099300,35.47087233683900,hot
19,-124.16191791157300,38.13240693467000,hot
1,-122.0997108991960,44.70689756277070,hot
10,-123.38869899415000,46.66511285776640,hot
8,-120.823749826973,39.06205704045300,hot
4,-121.46938784802600,38.14563671541160,hot
15,-120.35707084932100,35.25815218944370,hot
1,-123.0358534075190,36.17472489366070,hot
16,-124.8358908585450,41.8787699976054,hot
12,-121.43159527158500,35.39212280057300,hot
14,-120.9862629239890,35.959377102625500,hot
15,-124.36852722287800,35.297659664934800,hot
15,-120.2301783015250,41.48189054751730,hot
10,-123.60555563905300,45.34191498069670,hot
16,-124.6828525577300,42.2696014725306,hot
17,-122.79855644138300,39.42390999987050,hot
13,-124.98348422193800,44.46205260647710,hot
16,-124.9317274845340,46.186442065282200,hot
10,-121.67441558238600,37.21008982314780,hot
19,-122.08344368358000,35.23888209429370,hot
17,-122.46476346508400,35.94800736503240,hot
17,-123.32565263825100,44.58958559650880,hot
16,-120.04856944786300,37.7976336481799,hot
19,-121.73487478565800,44.67256622706510,hot
