,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
0,0,0,0,0,0,1001,Autauga,Alabama,-86.642749235,32.5349201866,315.710181706106
1,1,1,1,1,1,1003,Baldwin,Alabama,-87.7498400784,30.6609696648,337.15442376896306
2,2,2,2,2,2,1005,Barbour,Alabama,-85.3931969755,31.8696032448,375.987930370395
3,3,3,3,3,3,1007,Bibb,Alabama,-87.1264391014,32.9986442965,454.5384801892608
4,4,4,4,4,4,1009,Blount,Alabama,-86.5673709608,33.9808673856,323.5293113397003
5,5,5,5,5,5,1011,Bullock,Alabama,-85.7156972254,32.1005542205,241.42468284405552
6,6,6,6,6,6,1013,Butler,Alabama,-86.6802892154,31.7524339429,459.8828972075213
7,7,7,7,7,7,1015,Calhoun,Alabama,-85.8260308543,33.7714324565,432.6491111930153
8,8,8,8,8,8,1017,Chambers,Alabama,-85.3920429513,32.9143722298,289.45342948910974
9,9,9,9,9,9,1019,Cherokee,Alabama,-85.6037937156,34.1759559677,204.34575136160933
10,10,10,10,10,10,1021,Chilton,Alabama,-86.718813672,32.847853212,272.9941405131862
11,11,11,11,11,11,1023,Choctaw,Alabama,-88.2632012743,32.0196107831,215.08035281000383
12,12,12,12,12,12,1025,Clarke,Alabama,-87.8308098507,31.6766595802,263.9194951934222
13,13,13,13,13,13,1027,Clay,Alabama,-85.8605470841,33.2690858673,453.34367558792894
14,14,14,14,14,14,1029,Cleburne,Alabama,-85.5187680028,33.6745577167,276.57742976227456
15,15,15,15,15,15,1031,Coffee,Alabama,-85.9882069262,31.4026271796,448.3367544752773
16,16,16,16,16,16,1033,Colbert,Alabama,-87.8049852867,34.7004337984,200.88502387057324
17,17,17,17,17,17,1035,Conecuh,Alabama,-86.9936742092,31.4292715445,238.93151275918592
18,18,18,18,18,18,1037,Coosa,Alabama,-86.2476592648,32.9362268304,373.7762884652295
19,19,19,19,19,19,1039,Covington,Alabama,-86.4512425439,31.2484923988,406.6121992753369
20,20,20,20,20,20,1041,Crenshaw,Alabama,-86.3135388959,31.7315001844,394.0474202761609
21,21,21,21,21,21,1043,Cullman,Alabama,-86.8676194614,34.1319410705,420.34300506599885
22,22,22,22,22,22,1045,Dale,Alabama,-85.6110368183,31.4318270699,388.8504050960705
23,23,23,23,23,23,1047,Dallas,Alabama,-87.1064763258,32.325973709,372.8744024603019
24,24,24,24,24,24,1049,DeKalb,Alabama,-85.8041426436,34.4597729557,273.5238841106984
25,25,25,25,25,25,1051,Elmore,Alabama,-86.1491465307,32.5966480504,302.730611505498
26,26,26,26,26,26,1053,Escambia,Alabama,-87.1616198682,31.1261225461,375.6215761431161
27,27,27,27,27,27,1055,Etowah,Alabama,-86.034762324,34.0452544,229.72169432110965
28,28,28,28,28,28,1057,Fayette,Alabama,-87.7388619701,33.7212061505,358.82622662834126
29,29,29,29,29,29,1059,Franklin,Alabama,-87.8438119782,34.4416706415,420.64351726009534
30,30,30,30,30,30,1061,Geneva,Alabama,-85.8389848955,31.095016693,292.85683428005507
31,31,31,31,31,31,1063,Greene,Alabama,-87.9522309156,32.8531388427,399.18632679847127
32,32,32,32,32,32,1065,Hale,Alabama,-87.6291176816,32.7626642246,252.2767465447709
33,33,33,33,33,33,1067,Henry,Alabama,-85.2414063367,31.5146944202,335.0739719729138
34,34,34,34,34,34,1069,Houston,Alabama,-85.3025273835,31.1531879718,277.72511116652083
35,35,35,35,35,35,1071,Jackson,Alabama,-85.9993005443,34.7794159964,224.1364300353963
36,36,36,36,36,36,1073,Jefferson,Alabama,-86.8963982424,33.5543385118,246.26538238292156
37,37,37,37,37,37,1075,Lamar,Alabama,-88.0968988585,33.7792058021,360.2690590474881
38,38,38,38,38,38,1077,Lauderdale,Alabama,-87.6539980067,34.901372384,387.224682042492
39,39,39,39,39,39,1079,Lawrence,Alabama,-87.311044513,34.5216520166,268.29541124983945
40,40,40,40,40,40,1081,Lee,Alabama,-85.355562704,32.6011364841,355.8207453906292
41,41,41,41,41,41,1083,Limestone,Alabama,-86.9813747654,34.8100783219,213.0957733918095
42,42,42,42,42,42,1085,Lowndes,Alabama,-86.6501076967,32.1547500095,248.14317151671415
43,43,43,43,43,43,1087,Macon,Alabama,-85.6926686622,32.3859736952,339.288618854132
44,44,44,44,44,44,1089,Madison,Alabama,-86.5502065185,34.7630897031,351.32127236958
45,45,45,45,45,45,1091,Marengo,Alabama,-87.7895192944,32.2476134122,300.1649184000072
46,46,46,46,46,46,1093,Marion,Alabama,-87.8871383639,34.1365496957,427.3619707390227
47,47,47,47,47,47,1095,Marshall,Alabama,-86.306636969,34.3669621021,321.58685207358565
48,48,48,48,48,48,1097,Mobile,Alabama,-88.1975233535,30.6851516211,209.3959397027272
49,49,49,49,49,49,1099,Monroe,Alabama,-87.3654375115,31.5708340246,397.37859714248015
50,50,50,50,50,50,1101,Montgomery,Alabama,-86.2076142923,32.2202579876,294.20699154962443
51,51,51,51,51,51,1103,Morgan,Alabama,-86.8529215684,34.453472028,436.6646798251551
52,52,52,52,52,52,1105,Perry,Alabama,-87.2944007854,32.6384656558,266.1900296123537
53,53,53,53,53,53,1107,Pickens,Alabama,-88.0886925942,33.2808768859,403.7658160658208
54,54,54,54,54,54,1109,Pike,Alabama,-85.9409081483,31.8027084904,412.7513440238597
55,55,55,55,55,55,1111,Randolph,Alabama,-85.4590701568,33.2937873448,441.62210842026354
56,56,56,56,56,56,1113,Russell,Alabama,-85.1849624464,32.2883800156,336.7590303028695
57,57,57,57,57,57,1115,St.,Alabama,,,154.1919330677818
58,58,58,58,58,58,1117,Shelby,Alabama,-86.6606484037,33.2642770248,249.67905477001565
59,59,59,59,59,59,1119,Sumter,Alabama,-88.1987896089,32.5910175308,457.67182790020894
60,60,60,60,60,60,1121,Talladega,Alabama,-86.1659036872,33.3800616097,365.9195910143185
61,61,61,61,61,61,1123,Tallapoosa,Alabama,-85.7975022448,32.8624049426,296.2742706894402
62,62,62,62,62,62,1125,Tuscaloosa,Alabama,-87.525029952,33.2895498464,354.48352970277705
63,63,63,63,63,63,1127,Walker,Alabama,-87.2973573971,33.8033347429,312.3934035252024
64,64,64,64,64,64,1129,Washington,Alabama,-88.2078768076,31.4076037932,270.6018032409397
65,65,65,65,65,65,1131,Wilcox,Alabama,-87.3082017869,31.9892401922,255.4292582210163
66,66,66,66,66,66,1133,Winston,Alabama,-87.3736834128,34.1492251125,434.9053144341276
67,67,67,67,67,67,2013,Aleutians,Alaska,,,125.44540554667932
68,68,68,68,68,68,2016,Aleutians,Alaska,,,188.4258679194706
69,69,69,69,69,69,2020,"Anchorage,",Alaska,,,125.28156576445906
70,70,70,70,70,70,2050,Bethel,Alaska,-160.195267975,60.8490903436,119.46809506273028
71,71,71,71,71,71,2060,Bristol,Alaska,,,109.38500783481558
72,72,72,72,72,72,2068,Denali,Alaska,-150.011714676,63.6716419513,181.23728659187933
73,73,73,73,73,73,2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.25300795028446
74,74,74,74,74,74,2090,Fairbanks,Alaska,,,143.4855283732906
75,75,75,75,75,75,2100,Haines,Alaska,-135.470092205,59.0758951471,401.6632786103621
76,76,76,76,76,76,2105,Hoonah–Angoon,Alaska,,,174.8553545467974
77,77,77,77,77,77,2110,"Juneau,",Alaska,,,172.51700891946226
78,78,78,78,78,78,2122,Kenai,Alaska,,,168.86218279442338
79,79,79,79,79,79,2130,Ketchikan,Alaska,,,144.27995694118158
80,80,80,80,80,80,2150,Kodiak,Alaska,,,103.60038937169908
81,81,81,81,81,81,2158,Kusilvak,Alaska,-163.525464784,62.160012711,176.15807769736122
82,82,82,82,82,82,2164,Lake,Alaska,,,106.22647203015909
83,83,83,83,83,83,2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,141.60068587564805
84,84,84,84,84,84,2180,Nome,Alaska,-164.244322616,64.8354505226,143.2125333737854
85,85,85,85,85,85,2185,North,Alaska,,,133.0389273503019
86,86,86,86,86,86,2188,Northwest,Alaska,,,132.77892139120627
87,87,87,87,87,87,2195,Petersburg,Alaska,-133.002459292,57.1140130761,311.65472809498743
88,88,88,88,88,88,2198,Prince,Alaska,,,126.7747942591096
89,89,89,89,89,89,2220,"Sitka,",Alaska,,,103.43893328579708
90,90,90,90,90,90,2230,"Skagway,",Alaska,,,151.44670892122554
91,91,91,91,91,91,2240,Southeast,Alaska,,,112.7883724742482
92,92,92,92,92,92,2261,Valdez–Cordova,Alaska,,,172.91517363113567
93,93,93,93,93,93,2275,"Wrangell,",Alaska,,,116.09934008045668
94,94,94,94,94,94,2282,"Yakutat,",Alaska,,,147.95969710519125
95,95,95,95,95,95,2290,Yukon–Koyukuk,Alaska,,,192.43288906858407
96,96,96,96,96,96,60010,Eastern,American Samoa,-170.627332642,-14.2674550886,198.2373104682607
97,97,97,97,97,97,60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,173.62277443876906
98,98,98,98,98,98,60030,Rose,American Samoa,,,119.18865625104608
99,99,99,99,99,99,60040,Swain's,American Samoa,,,136.5721012868068
100,100,100,100,100,100,60050,Western,American Samoa,-170.784527256,-14.3355554126,121.6557719259378
101,101,101,101,101,101,4001,Apache,Arizona,-109.488828707,35.3955080611,25.899965422983755
102,102,102,102,102,102,4003,Cochise,Arizona,-109.751263137,31.8796370864,5.060115866436138
103,103,103,103,103,103,4005,Coconino,Arizona,-111.770512718,35.8386956734,24.60853622469841
104,104,104,104,104,104,4007,Gila,Arizona,-110.811737097,33.7997498678,27.735906269436526
105,105,105,105,105,105,4009,Graham,Arizona,-109.887451628,32.9326627045,18.034056364483348
106,106,106,106,106,106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,5.24702618692525
107,107,107,107,107,107,4012,La,Arizona,,,197.90733857115023
108,108,108,108,108,108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,19.58732129739641
109,109,109,109,109,109,4015,Mohave,Arizona,-113.757910618,35.7040584995,136.75017415717076
110,110,110,110,110,110,4017,Navajo,Arizona,-110.321396004,35.3995733714,15.62998665292339
111,111,111,111,111,111,4019,Pima,Arizona,-111.789863499,32.097399026,1.8973380412275045
112,112,112,112,112,112,4021,Pinal,Arizona,-111.344739896,32.9043665122,6.063555806509492
113,113,113,113,113,113,4023,Santa,Arizona,,,188.15136876598825
114,114,114,114,114,114,4025,Yavapai,Arizona,-112.553944833,34.5998564246,28.932166470078016
115,115,115,115,115,115,4027,Yuma,Arizona,-113.905618757,32.7696188927,188.1505342541124
116,116,116,116,116,116,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,393.5300968686349
117,117,117,117,117,117,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,374.1348912297876
118,118,118,118,118,118,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,481.7695191033425
119,119,119,119,119,119,5007,Benton,Arkansas,-94.2561015344,36.3387382969,570.4471899120539
120,120,120,120,120,120,5009,Boone,Arkansas,-93.0915633723,36.3085986469,587.1558293612505
121,121,121,121,121,121,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,382.3337416223247
122,122,122,122,122,122,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,339.839371785395
123,123,123,123,123,123,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,488.7933360292685
124,124,124,124,124,124,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,241.61236235333664
125,125,125,125,125,125,5019,Clark,Arkansas,-93.1763674899,34.0509558643,346.9744691418414
126,126,126,126,126,126,5021,Clay,Arkansas,-90.4173835629,36.3683942057,476.2030728755752
127,127,127,127,127,127,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,449.7324620306064
128,128,128,128,128,128,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,387.0503669718074
129,129,129,129,129,129,5027,Columbia,Arkansas,-93.227308885,33.2142871374,209.9364959827076
130,130,130,130,130,130,5029,Conway,Arkansas,-92.7013072101,35.2622207059,384.1426371322946
131,131,131,131,131,131,5031,Craighead,Arkansas,-90.632841255,35.8307887047,423.8683709842113
132,132,132,132,132,132,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,436.5861427677143
133,133,133,133,133,133,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,351.60617781040565
134,134,134,134,134,134,5037,Cross,Arkansas,-90.771226853,35.2957261162,427.97572073481297
135,135,135,135,135,135,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,292.8798508560196
136,136,136,136,136,136,5041,Desha,Arkansas,-91.2539442656,33.8333331807,241.30901494302333
137,137,137,137,137,137,5043,Drew,Arkansas,-91.720023319,33.5894557062,411.4524925527391
138,138,138,138,138,138,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,445.87056046403137
139,139,139,139,139,139,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,546.9418601917474
140,140,140,140,140,140,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,448.25611157417205
141,141,141,141,141,141,5051,Garland,Arkansas,-93.150399652,34.5767017575,404.24808065605833
142,142,142,142,142,142,5053,Grant,Arkansas,-92.4235830486,34.2900177408,386.97245294223126
143,143,143,143,143,143,5055,Greene,Arkansas,-90.5590717273,36.117697723,523.3192240359003
144,144,144,144,144,144,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,276.14748395410106
145,145,145,145,145,145,5059,Hot,Arkansas,,,126.3274955996787
146,146,146,146,146,146,5061,Howard,Arkansas,-93.9934933573,34.0887429323,269.6662695579185
147,147,147,147,147,147,5063,Independence,Arkansas,-91.5697116529,35.7415534129,401.0151401991184
148,148,148,148,148,148,5065,Izard,Arkansas,-91.9134102959,36.0948699143,467.8520241797826
149,149,149,149,149,149,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,448.5421181021685
