,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.34995537029005,56.5468632522758,class1
1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.12195445951095,45.56705188326369,class1
2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,95.17261740094337,51.702747092459056,class1
3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,112.88582320516228,60.65906882061639,class1
4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,94.40008369799571,45.78974064405212,class1
5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,102.38339487715588,26.780087755662706,class1
6,6,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,105.88637263280994,54.298820556294174,class1
7,7,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,108.41494762052496,35.571063779019035,class1
8,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,97.01002083713679,48.31362017430194,class1
9,9,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,106.66332212596384,63.91739899050831,class1
10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,99.17722079194645,53.94715458186475,class1
11,11,11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,100.80105434004436,58.26895418754761,class1
12,12,12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,110.50679509543436,59.463844352218466,class1
13,13,13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,96.75699392700922,42.60451288045854,class1
14,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,91.07669456846376,52.89305149384917,class1
15,15,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,102.56292489771813,59.71744097570637,class1
16,16,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,101.9319872875789,59.90192107353087,class1
