,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.73342350970908,79.29425419027994,class1
1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.56378475076302,72.61842662106109,class1
2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,80.88227440630087,71.91150643328112,class1
3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,80.35171980805913,74.82326262571672,class1
4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.63683178493844,74.63470768706583,class1
5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,74.44987288874276,81.62469123609237,class1
6,6,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,74.40470706365755,76.23293468783591,class1
7,7,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,77.56494644818028,62.90976040730651,class1
8,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,85.21831120218492,73.7133648289776,class1
9,9,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,75.9486533970366,68.31082904797384,class1
10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,85.70925042441321,74.31893281501314,class1
11,11,11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,71.84410348666663,63.02763830215318,class1
12,12,12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,79.25825175776272,66.50456292462837,class1
13,13,13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,77.22532758065388,71.75282229294984,class1
14,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,80.78544857163482,77.26972320061662,class1
15,15,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,78.42590377304707,73.60423384388181,class1
16,16,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,71.23136228067102,66.8080399455372,class1
17,17,17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,80.93019677248213,74.94397097023828,class1
18,18,18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,87.1666996227672,71.06645389086634,class1
19,19,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,71.41959207541527,75.4239473380129,class1
20,20,20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,86.38170590049786,67.3626859556127,class1
21,21,21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,80.11442960978701,68.84568482330559,class1
22,22,22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,78.7544706897146,71.2426653812633,class1
23,23,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,78.69728996429767,68.7463641444124,class1
24,24,24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,78.80062130172129,75.6848401498221,class1
25,25,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,71.21154105132122,79.98037966219141,class1
26,26,26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,79.50432018072789,83.2149150846926,class1
27,27,27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,78.21059994031792,70.79204683410804,class1
28,28,28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,77.15705384018472,74.08583600144863,class1
29,29,29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,79.3073597118296,74.79753811135019,class1
30,30,30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,66.02523048944686,66.18747640519226,class1
31,31,31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,79.30480500506528,70.61226193036723,class1
32,32,32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,79.60872472179746,74.1770263828321,class1
33,33,33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,84.27140658265878,70.4833929368195,class1
34,34,34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,88.78628555280311,78.16766132306418,class1
35,35,35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,84.98846206979871,61.13966665456485,class1
36,36,36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,79.70985893889458,66.87593075612043,class1
37,37,37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,88.09859798526816,73.80295004698894,class1
38,38,38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,77.98460754537355,65.01717348535936,class1
39,39,39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,74.61571476007246,72.81886069350328,class1
40,40,40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,76.89808458692224,68.62747777355719,class1
41,41,41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,81.1473164156751,77.59974970276664,class1
42,42,42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,87.51422780078472,69.78438527944972,class1
43,43,43,43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,87.3576301419991,66.97024050950901,class1
44,44,44,44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,84.03015836444906,76.2774249030604,class1
