,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,temp,longitude,latitude,cat
0,0.0,0.0,0.0,2.029882200406787,-123.09657531185664,46.27457872101046,hot
1,1.0,1.0,1.0,3.353617320694257,-120.56790276783516,42.21422626322602,hot
2,2.0,2.0,2.0,7.247685002604421,-118.85857708416988,43.12903075719606,hot
3,3.0,3.0,3.0,1.3585500053996236,-123.89571839205422,40.03530587763091,hot
4,4.0,4.0,4.0,5.325652390424397,-117.4742238618344,46.15759282801133,hot
5,5.0,5.0,5.0,3.344844780012592,-119.27421614937174,48.04605801583656,hot
6,6.0,6.0,6.0,2.1607195083661126,-115.01921558206335,41.91996431971717,hot
7,7.0,7.0,7.0,9.72496641170915,-118.7904431480967,42.39743449067813,hot
8,8.0,8.0,8.0,3.5729257673987727,-118.9340489016802,46.954118118481205,hot
9,9.0,9.0,9.0,9.351366949915198,-122.65724631336732,41.14631569546724,hot
10,10.0,10.0,10.0,6.047507771334559,-123.23565478174882,41.383707031886594,hot
11,11.0,11.0,11.0,8.844640888078171,-123.35276962049844,45.71025007839665,hot
12,12.0,12.0,12.0,6.4517822940158815,-116.591738414729,48.26595401385843,hot
13,13.0,13.0,13.0,5.0133469115123,-123.05685579202192,45.654471675794966,hot
14,14.0,14.0,14.0,3.584646422322072,-117.99594002707715,46.86316321117148,hot
15,15.0,15.0,15.0,3.3220243148089232,-117.35471370976198,46.41843263139791,hot
16,16.0,16.0,16.0,1.696768574141977,-116.63832206394908,47.38051571082259,hot
17,17.0,17.0,17.0,8.986136070372918,-123.00200148427636,47.97380973945926,hot
18,18.0,18.0,18.0,9.630243339396564,-119.195594617276,47.39261443214027,hot
19,19.0,19.0,19.0,7.182475086864687,-115.07221500245608,48.88994227354918,hot
20,20.0,20.0,20.0,7.731773804508959,-123.74363224460828,43.03926631065888,hot
21,21.0,21.0,21.0,4.304351270272594,-116.92269460043688,42.87483265378211,hot
22,22.0,22.0,22.0,9.80520305679971,-120.2378158717932,42.4797475143074,hot
23,23.0,23.0,23.0,5.313214991529058,-118.79681016519284,46.74148714359514,hot
24,24.0,24.0,24.0,8.136319189540007,-117.66774875842714,49.599809819967525,hot
25,25.0,25.0,25.0,2.399055426735564,-121.71795548894065,48.2060592941893,hot
26,26.0,26.0,26.0,2.680176507864573,-123.50681239479589,47.66294760012877,hot
27,27.0,27.0,27.0,7.305638598260979,-115.22340993718495,47.663203203857634,hot
28,28.0,28.0,28.0,6.521894958551818,-116.86846456670072,42.23556056888666,hot
29,29.0,29.0,29.0,3.3402907026703588,-121.3359641429593,49.33834044211963,hot
30,30.0,30.0,30.0,5.728482716024934,-122.8180529375524,47.64149352944076,hot
31,31.0,31.0,31.0,3.7158191571708894,-121.70124828144482,46.33052651697072,hot
32,32.0,32.0,32.0,5.525780175478719,-116.72544701749588,45.72141857928832,hot
33,33.0,33.0,33.0,3.6074945278026407,-121.51506058631055,41.1985242973162,hot
34,34.0,34.0,34.0,1.756300580223301,-123.08437632220692,42.12466939746891,hot
35,35.0,35.0,35.0,5.690250424537022,-121.84833449679763,42.2066503752326,hot
36,36.0,36.0,36.0,1.634664874583374,-116.19100964018884,41.66693691069535,hot
37,37.0,37.0,37.0,2.221702125486341,-118.67033356105574,42.79983122881213,hot
38,38.0,38.0,38.0,5.855675213013119,-115.98479363997704,49.42631825592998,hot
39,39.0,39.0,39.0,9.059790303798149,-122.3584588533326,42.76395660263684,hot
40,40.0,40.0,40.0,2.016818805338847,-118.38491392477891,40.843250424381,hot
41,41.0,41.0,41.0,9.005074082048976,-115.45224118193411,41.05682881584048,hot
42,42.0,42.0,42.0,7.916741730267673,-115.6315810604454,42.84691660964141,hot
43,43.0,43.0,43.0,2.3527195627656834,-118.72311160028994,41.86767440692356,hot
