,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,temp,longitude,latitude,cat
0,0.0,0.0,0.0,0.0,0.0,2.029882200406787,-123.09657531185664,46.27457872101046,hot
1,1.0,1.0,1.0,1.0,1.0,3.353617320694257,-120.56790276783516,42.21422626322602,hot
2,2.0,2.0,2.0,2.0,2.0,7.247685002604421,-118.85857708416988,43.12903075719606,hot
3,3.0,3.0,3.0,3.0,3.0,1.3585500053996236,-123.89571839205422,40.03530587763091,hot
4,4.0,4.0,4.0,4.0,4.0,5.325652390424397,-117.4742238618344,46.15759282801133,hot
5,5.0,5.0,5.0,5.0,5.0,3.344844780012592,-119.27421614937174,48.04605801583656,hot
6,6.0,6.0,6.0,6.0,6.0,2.1607195083661126,-115.01921558206335,41.91996431971717,hot
7,7.0,7.0,7.0,7.0,7.0,9.72496641170915,-118.7904431480967,42.39743449067813,hot
8,8.0,8.0,8.0,8.0,8.0,3.5729257673987727,-118.9340489016802,46.954118118481205,hot
9,9.0,9.0,9.0,9.0,9.0,9.351366949915198,-122.65724631336732,41.14631569546724,hot
10,10.0,10.0,10.0,10.0,10.0,6.047507771334559,-123.23565478174882,41.383707031886594,hot
11,11.0,11.0,11.0,11.0,11.0,8.844640888078171,-123.35276962049844,45.71025007839665,hot
12,12.0,12.0,12.0,12.0,12.0,6.4517822940158815,-116.591738414729,48.26595401385843,hot
13,13.0,13.0,13.0,13.0,13.0,5.0133469115123,-123.05685579202192,45.654471675794966,hot
14,14.0,14.0,14.0,14.0,14.0,3.584646422322072,-117.99594002707715,46.86316321117148,hot
15,15.0,15.0,15.0,15.0,15.0,3.3220243148089232,-117.35471370976198,46.41843263139791,hot
16,16.0,16.0,16.0,16.0,16.0,1.696768574141977,-116.63832206394908,47.38051571082259,hot
17,17.0,17.0,17.0,17.0,17.0,8.986136070372918,-123.00200148427636,47.97380973945926,hot
18,18.0,18.0,18.0,18.0,18.0,9.630243339396564,-119.195594617276,47.39261443214027,hot
19,19.0,19.0,19.0,19.0,19.0,7.182475086864687,-115.07221500245608,48.88994227354918,hot
20,20.0,20.0,20.0,20.0,20.0,7.731773804508959,-123.74363224460828,43.03926631065888,hot
21,21.0,21.0,21.0,21.0,21.0,4.304351270272594,-116.92269460043688,42.87483265378211,hot
22,22.0,22.0,22.0,22.0,22.0,9.80520305679971,-120.2378158717932,42.4797475143074,hot
23,23.0,23.0,23.0,23.0,23.0,5.313214991529058,-118.79681016519284,46.74148714359514,hot
24,24.0,24.0,24.0,24.0,24.0,8.136319189540007,-117.66774875842714,49.599809819967525,hot
25,25.0,25.0,25.0,25.0,25.0,2.399055426735564,-121.71795548894065,48.2060592941893,hot
26,26.0,26.0,26.0,26.0,26.0,2.680176507864573,-123.50681239479589,47.66294760012877,hot
27,27.0,27.0,27.0,27.0,27.0,7.305638598260979,-115.22340993718495,47.663203203857634,hot
28,28.0,28.0,28.0,28.0,28.0,6.521894958551818,-116.86846456670072,42.23556056888666,hot
29,29.0,29.0,29.0,29.0,29.0,3.3402907026703588,-121.3359641429593,49.33834044211963,hot
30,30.0,30.0,30.0,30.0,30.0,5.728482716024934,-122.8180529375524,47.64149352944076,hot
31,31.0,31.0,31.0,31.0,31.0,3.7158191571708894,-121.70124828144482,46.33052651697072,hot
32,32.0,32.0,32.0,32.0,32.0,5.525780175478719,-116.72544701749588,45.72141857928832,hot
33,33.0,33.0,33.0,33.0,33.0,3.6074945278026407,-121.51506058631055,41.1985242973162,hot
34,34.0,34.0,34.0,34.0,34.0,1.756300580223301,-123.08437632220692,42.12466939746891,hot
35,35.0,35.0,35.0,35.0,35.0,5.690250424537022,-121.84833449679763,42.2066503752326,hot
36,36.0,36.0,36.0,36.0,36.0,1.634664874583374,-116.19100964018884,41.66693691069535,hot
37,37.0,37.0,37.0,37.0,37.0,2.221702125486341,-118.67033356105574,42.79983122881213,hot
38,38.0,38.0,38.0,38.0,38.0,5.855675213013119,-115.98479363997704,49.42631825592998,hot
39,39.0,39.0,39.0,39.0,39.0,9.059790303798149,-122.3584588533326,42.76395660263684,hot
40,40.0,40.0,40.0,40.0,40.0,2.016818805338847,-118.38491392477891,40.843250424381,hot
41,41.0,41.0,41.0,41.0,41.0,9.005074082048976,-115.45224118193411,41.05682881584048,hot
42,42.0,42.0,42.0,42.0,42.0,7.916741730267673,-115.6315810604454,42.84691660964141,hot
43,43.0,43.0,43.0,43.0,43.0,2.3527195627656834,-118.72311160028994,41.86767440692356,hot
44,44.0,44.0,44.0,44.0,44.0,9.907841383536214,-119.75776551326642,48.93594216875124,hot
45,45.0,45.0,45.0,45.0,45.0,4.726545490840415,-118.05968704411302,46.11385951334558,hot
46,46.0,46.0,46.0,46.0,46.0,6.947422858148197,-123.10967075324233,45.003361174147294,hot
47,47.0,47.0,47.0,47.0,47.0,9.245456947773953,-117.96426347801147,47.1847358593628,hot
48,48.0,48.0,48.0,48.0,48.0,1.2578041203263934,-116.72401343226092,49.8797858679155,hot
49,49.0,49.0,49.0,49.0,49.0,9.194210759235194,-120.34607194350914,42.968173774455,hot
50,50.0,50.0,50.0,50.0,,4.621437847248008,-122.62516578099682,39.95649153448568,hot
51,51.0,51.0,51.0,51.0,,1.8338620015386828,-122.31537264694032,36.56988138171924,hot
52,52.0,52.0,52.0,52.0,,4.091125822482702,-120.18650518022092,38.10716524427923,hot
53,53.0,53.0,53.0,53.0,,9.132609267546032,-123.3151958266064,37.26489440397238,hot
54,54.0,54.0,54.0,54.0,,4.016279607155603,-123.70022678509082,35.43614240788786,hot
55,55.0,55.0,55.0,55.0,,3.2494108883671178,-123.93944147114138,39.70397682226216,hot
56,56.0,56.0,56.0,56.0,,3.173916136243011,-120.6680128143398,35.80091549775163,hot
57,57.0,57.0,57.0,57.0,,7.2622691867052,-122.93871807453516,35.46886907557184,hot
58,58.0,58.0,58.0,58.0,,5.42959567902736,-123.56578390640502,39.630235403212666,hot
59,59.0,59.0,59.0,59.0,,5.439405132199532,-122.21053299114996,38.48349764587863,hot
60,60.0,60.0,60.0,,,5.962119058980959,-106.39772926822198,39.09051527031416,hot
61,61.0,61.0,61.0,,,5.477360907136423,-104.5992401487472,41.789818576785706,hot
62,62.0,62.0,62.0,,,2.280286603212467,-107.0275081356205,40.9520037456423,hot
63,63.0,63.0,63.0,,,3.4047487796504647,-104.90422773055722,44.85953798277703,hot
64,64.0,64.0,64.0,,,4.794921026549298,-108.8810674794235,39.80652287773664,hot
65,65.0,65.0,65.0,,,2.556303187027994,-106.15221439067948,44.00433350165298,hot
66,66.0,66.0,66.0,,,2.3494186918193405,-109.7666441300577,42.01396209772317,hot
67,67.0,67.0,67.0,,,1.0669487424846555,-109.24978062700868,44.55507360131944,hot
68,68.0,68.0,68.0,,,4.209387359632183,-109.52807961979596,41.84201577552509,hot
69,69.0,69.0,69.0,,,1.8694075763225984,-108.10784873998928,37.68202617820128,hot
70,70.0,70.0,,,,3.302966186370383,-91.70740673105476,38.906097884172326,cold
71,71.0,71.0,,,,2.44319023288616,-91.37566656215444,37.24799998388817,cold
72,72.0,72.0,,,,4.335155567482083,-91.8537096280673,41.08097648279543,cold
73,73.0,73.0,,,,4.812522350808107,-97.6322698157984,33.329222687159444,cold
74,74.0,74.0,,,,3.3062981559697127,-92.01430903813277,36.3353285110709,cold
75,75.0,75.0,,,,3.984671822046236,-93.36222793384393,43.64270772504023,cold
76,76.0,76.0,,,,7.785907327440726,-94.2590543116649,38.191679616948015,cold
77,77.0,77.0,,,,7.186500455532942,-99.63383981369935,33.253672479782374,cold
78,78.0,78.0,,,,3.795104627776035,-92.50055891408888,40.83795078194008,cold
79,79.0,79.0,,,,2.094905113117805,-93.15647088253398,38.2403118041538,cold
80,80.0,80.0,,,,3.0084981186739226,-93.51473352262198,44.61378014462819,cold
81,81.0,81.0,,,,7.267567803137863,-93.80588381640028,44.64212813190901,cold
82,82.0,82.0,,,,3.844065221165592,-93.20635472936758,40.63901956598545,cold
83,83.0,83.0,,,,7.116870296417864,-96.97132551982378,37.4173776664334,cold
84,84.0,84.0,,,,1.9615661157534177,-93.08580391727976,42.632273295125046,cold
85,85.0,85.0,,,,3.225314382319209,-91.17420035861184,40.79816876645853,cold
86,86.0,86.0,,,,7.115824581853266,-90.3577479014259,39.93054043640333,cold
87,87.0,87.0,,,,1.4897806681332215,-92.53887883834658,34.02361432115785,cold
88,88.0,88.0,,,,2.4130139333353697,-94.1905840948978,33.52679860481942,cold
89,89.0,89.0,,,,4.204922408097228,-92.34723199716902,43.39651924240631,cold
90,90.0,90.0,,,,2.48055653049565,-93.60597045288291,40.81658798810824,cold
91,91.0,91.0,,,,4.959045626355735,-98.09280463270302,34.59450180143685,cold
92,92.0,92.0,,,,1.9276264152574345,-92.55177381999064,35.36145579416501,cold
93,93.0,93.0,,,,1.4903935102913912,-98.12871388082374,44.74616241868742,cold
94,94.0,94.0,,,,5.739643957393661,-91.65115236102534,38.691188578316485,cold
95,95.0,95.0,,,,1.9205002484519875,-92.83099710962418,38.50809925628902,cold
96,96.0,96.0,,,,3.6394186130471047,-95.1159811269457,32.278872608124985,cold
97,97.0,97.0,,,,7.4851161197434655,-97.16711767684276,44.65609452153,cold
98,98.0,98.0,,,,2.106356692148157,-92.7338508312089,38.58590807204806,cold
99,99.0,99.0,,,,1.4361567441928045,-92.945627837184,34.56162796813528,cold
100,100.0,100.0,,,,2.7034163471079045,-90.47601884851218,40.787288474295366,cold
101,101.0,101.0,,,,7.645465252012871,-90.19652082412264,39.2630379240509,cold
102,102.0,102.0,,,,6.981542991469222,-96.77179792100692,44.27046503385888,cold
103,103.0,103.0,,,,4.295012782466012,-90.33160597415092,40.88994740017213,cold
104,104.0,104.0,,,,4.3973792509112,-93.77525459355954,41.24686844923398,cold
105,105.0,105.0,,,,1.2063861618739509,-95.65642019340028,38.54017017431159,cold
106,106.0,106.0,,,,6.018334487737088,-97.7536734552212,44.25357832902844,cold
107,107.0,107.0,,,,1.9231284264585904,-93.91675862335356,43.52500373134035,cold
108,108.0,108.0,,,,4.845259145246182,-92.56782944560688,40.74306934903438,cold
109,109.0,109.0,,,,3.695148084177214,-97.5073269719592,37.77824080123752,cold
110,110.0,110.0,,,,1.7806951162342102,-98.0905883598318,42.318140584859584,cold
111,111.0,111.0,,,,5.2251222614508,-98.46206050214828,33.66973183128634,cold
112,112.0,112.0,,,,1.998215472390451,-99.56222622747742,37.59428190414475,cold
113,113.0,113.0,,,,4.005284686122669,-92.60965387961556,39.223799310827154,cold
114,114.0,114.0,,,,3.3412623571920665,-98.08564433314356,44.73042405651819,cold
115,115.0,115.0,,,,1.5745230035176725,-98.98634322348448,34.97129912625073,cold
116,116.0,116.0,,,,4.3058771504989135,-94.9174284991509,35.687311202021064,cold
117,117.0,117.0,,,,5.944537215394488,-93.3736041628475,44.44313332139753,cold
118,118.0,118.0,,,,1.3551242270466002,-96.0831002369561,35.86161009596078,cold
119,119.0,119.0,,,,3.748900852305032,-98.94103493832388,39.7207144572256,cold
120,120.0,120.0,,,,1.108864292542155,-98.10130451974707,35.005364046187744,cold
