,Unnamed: 0.1,Unnamed: 0,longitude,latitude,Value
0,0,0,119.51713662102976,-24.979609880611136,34.30056582759173
1,1,1,115.54733369815347,-28.12493554765759,80.56490865025565
2,2,2,122.07491221747111,-22.77743556382221,83.96237876691228
3,3,3,124.5962402576359,-28.11567404717836,23.888035142704215
4,4,4,119.8407571422869,-34.160665386734486,12.652395603128237
5,5,5,118.11323276142724,-22.318826432092674,28.061914827657272
6,6,6,120.57714150021863,-21.65662725574638,86.67751877605886
7,7,7,119.81222064007221,-22.236208473136223,17.566347125007635
8,8,8,122.5739146825235,-29.171328212125538,78.7067946912708
9,9,9,121.36833283776774,-29.38908478736532,79.68468260491552
10,10,10,119.52293188305181,-30.71968223823668,90.11558560479847
11,11,11,117.12054821508762,-24.228465428403453,89.3187099788769
12,12,12,119.91946901304975,-30.273584350606086,16.35209520346175
13,13,13,115.59371764103945,-26.80574332872109,1.7111780985360094
14,14,14,115.24648692169468,-32.104150086034274,69.7884495318502
15,15,15,117.2112829975147,-24.980806826130365,11.094307516493632
16,16,16,117.67731520200815,-26.638882507810386,8.245319550059694
17,17,17,121.95813968025082,-21.37547144297524,16.37813538222411
18,18,18,118.2467066685523,-22.215132977212516,92.2899855367553
19,19,19,115.37913604007773,-33.691173190609575,93.50815220704249
20,20,20,118.55866118401825,-32.50024949589577,29.374384756653015
21,21,21,121.66555295199252,-24.24750678254955,30.1602070126235
22,22,22,121.61972893564767,-35.07329647183579,9.279122296397926
23,23,23,122.64998522360575,-26.81697756002795,95.58314768164463
24,24,24,116.76770300859815,-28.3641960449934,40.19695672604804
25,25,25,122.84657768138351,-29.17167670643844,37.3326774925239
26,26,26,115.4013246978818,-31.999562558412077,55.43620174483363
27,27,27,114.42416680252586,-27.621188892495873,66.77135805025372
28,28,28,121.20313140287773,-30.909641600668568,42.598151592124
29,29,29,124.31009137848314,-29.65438732643895,21.19234414058416
30,30,30,119.64105895765087,-24.243159647512584,6.0060221711626065
31,31,31,118.36600863019929,-27.875444104522195,81.75196197370998
32,32,32,114.07075593311075,-27.020608256373773,23.12229480652822
33,33,33,122.31940999746104,-27.32612747942934,36.190091358355446
34,34,34,124.53754343485102,-31.829342535943592,23.45421886205627
35,35,35,114.35956211562274,-32.367319664364,31.217766620341894
36,36,36,115.38635772648786,-33.1167415761862,43.7195267770102
37,37,37,123.8915586596001,-24.318244681481396,15.027370326268771
38,38,38,114.43444714402155,-24.56761992137085,91.19749985256642
39,39,39,114.24249391229269,-25.475111412651742,91.07637295702666
40,40,40,115.96093370959053,-31.888990494269397,95.13723054598594
41,41,41,115.63079197289159,-34.32010412759661,98.73481398281648
42,42,42,122.1200899164784,-25.69591792218624,99.47206113269843
43,43,43,123.3530890515902,-25.874093769700842,79.4395047043556
44,44,44,117.34421695225625,-23.278045073514587,29.849691899566768
45,45,45,114.946322460446,-33.45798749037625,45.35022744205813
46,46,46,114.7993526866082,-30.610425364752558,1.1290644029467474
47,47,47,116.14362057834889,-23.75678131036053,1.7631197040530115
48,48,48,114.14059371071691,-23.99837480221794,34.2574811325755
49,49,49,115.08769815427249,-22.02089778416785,22.120639357132553
50,50,50,124.92831363517014,-21.917628461038433,59.26585872136724
51,51,51,119.39730787932335,-34.263879944968835,13.984158223476047
52,52,52,120.30278712197551,-21.06699553309359,77.9024112493565
53,53,53,124.62636171011299,-28.290773012555622,87.01511329213973
54,54,54,123.64696287579945,-30.292558295720447,37.83826117594199
55,55,55,124.06535643043927,-26.89419563631691,12.337875266485984
56,56,56,114.28220241546504,-25.7950417817449,58.55212964367422
57,57,57,116.00528657193726,-33.21892516034849,49.66792980979413
58,58,58,114.99848008158597,-28.789154917136074,17.219756705493314
59,59,59,122.46718162338593,-25.4482198458374,48.512422052329335
60,60,60,114.85253129302018,-33.89288676677247,69.14747656125975
61,61,61,120.90429649653075,-31.941711467263055,21.79556006933446
62,62,62,121.54789335982868,-29.008788795940635,15.157702113008732
63,63,63,118.42294505595329,-20.353326072205302,5.991548373166898
64,64,64,122.82625705526905,-28.91293581149108,75.0947557288926
65,65,65,116.54849067791017,-23.05876414895657,20.23747724046665
66,66,66,121.52448606287967,-34.63105346247413,30.109025419213026
67,67,67,119.57370740653313,-30.507856355545364,74.54438207750904
68,68,68,119.91905899673957,-22.907732615592025,92.21362609744276
69,69,69,120.92810159163102,-23.33496773702442,8.16215750972953
70,70,70,123.41375021543398,-22.031635850476704,16.46318716384731
71,71,71,124.42992969858776,-29.680621524573706,1.8735094756548039
72,72,72,116.13907992572965,-30.733011301133484,47.18701418621604
73,73,73,119.12093807768308,-31.745356310569854,19.505352555016664
74,74,74,124.7789726836563,-25.21618182001214,48.86242132043862
75,75,75,115.32437286546698,-32.4367832564505,90.88324551069209
