,Unnamed: 0,temp,longitude,latitude,cat
0,0.0,2.02988220040679,-123.096575311857,46.2745787210105,hot
1,1.0,3.35361732069426,-120.567902767835,42.214226263226,hot
2,2.0,7.24768500260442,-118.85857708417,43.1290307571961,hot
3,3.0,7.11687029641786,-96.9713255198238,37.4173776664334,cold
4,4.0,1.96156611575342,-93.0858039172798,42.632273295125,cold
5,5.0,3.22531438231921,-91.1742003586118,40.7981687664585,cold
6,6.0,6.98154299146922,-96.7717979210069,44.2704650338589,cold
7,7.0,4.29501278246601,-90.3316059741509,40.8899474001721,cold
8,8.0,4.3973792509112,-93.7752545935595,41.246868449234,cold
9,9.0,1.20638616187395,-95.6564201934003,38.5401701743116,cold
10,10.0,6.01833448773709,-97.7536734552212,44.2535783290284,cold
11,11.0,1.92312842645859,-93.9167586233536,43.5250037313404,cold
12,12.0,4.84525914524618,-92.5678294456069,40.7430693490344,cold
13,13.0,3.69514808417721,-97.5073269719592,37.7782408012375,cold
14,14.0,1.78069511623421,-98.0905883598318,42.3181405848596,cold
15,15.0,5.2251222614508,-98.4620605021483,33.6697318312863,cold
16,16.0,1.99821547239045,-99.5622262274774,37.5942819041448,cold
17,17.0,4.00528468612267,-92.6096538796156,39.2237993108272,cold
18,18.0,3.34126235719207,-98.0856443331436,44.7304240565182,cold
19,19.0,1.57452300351767,-98.9863432234845,34.9712991262507,cold
20,20.0,4.305877150498911,-94.9174284991509,35.6873112020211,cold
21,21.0,5.94453721539449,-93.3736041628475,44.4431333213975,cold
22,22.0,1.3551242270466,-96.0831002369561,35.8616100959608,cold
23,23.0,3.74890085230503,-98.9410349383239,39.7207144572256,cold
24,24.0,1.10886429254216,-98.1013045197471,35.0053640461877,cold
25,25.0,2.28110619128915,-93.9030989378152,41.5698691917913,cold
26,26.0,6.82950709548937,-90.0926203095125,41.289013619376,cold
27,27.0,6.0627779533331,-93.1782291740932,32.5792076821925,cold
28,28.0,4.73293197430996,-93.575555182626,32.1012848634597,cold
29,29.0,7.03755574151895,-93.9481687568657,32.8607613488824,cold
30,30.0,7.57670801526,-99.9709423293219,43.6311602080696,cold
31,31.0,4.88809853018758,-94.7288415138491,38.084154761487696,cold
32,32.0,1.68144467664975,-98.5731318121328,40.2182176642346,cold
33,33.0,1.82015859495306,-96.4672331478371,39.0392272272563,cold
34,34.0,1.67297712889339,-99.5358263575403,37.3606933799157,cold
35,35.0,8.57486607285796,-99.4565563744611,41.329139408111,cold
36,36.0,5.87305629874585,-96.2521961572179,38.8787557199667,cold
37,37.0,1.85300957195209,-96.4254962794823,42.6769405618736,cold
38,38.0,9.97855042331027,-96.5520303287985,39.9296340953259,cold
39,39.0,2.75325249254948,-91.4504805588296,39.9525489511605,cold
40,40.0,4.20581907095911,-90.3276255677631,38.9667629187185,cold
41,41.0,8.25448704025232,-98.5905905417675,39.8445580106828,cold
42,42.0,7.50941037692674,-93.4174989091527,35.9669962163085,cold
43,43.0,4.61058120357954,-94.0015272714396,42.468193137686704,cold
44,44.0,3.7749933276906,-92.5661852043982,36.8357933040914,cold
45,45.0,6.66571809394069,-99.6784167442613,39.3431455388119,cold
46,46.0,1.31407362576459,-93.3406958918942,41.7348582005842,cold
47,47.0,6.65611202045861,-90.5471343572377,39.8268226659356,cold
48,48.0,1.99752434131776,-96.7380745685487,42.1229849873499,cold
49,49.0,3.03377097521121,-97.9311929507128,41.8526618091193,cold
50,50.0,9.6962026423109,-95.6881594439165,39.562146123279504,cold
51,51.0,9.24165705701081,-90.2574214953142,41.0263433622628,cold
52,52.0,8.46388917292384,-91.4854954125044,39.19735780976311,cold
53,53.0,4.34015694413066,-92.328919008449,37.9869569633437,cold
54,54.0,3.4317222621488,-98.5510545814624,36.9719205098106,cold
55,55.0,4.53268517260349,-94.4648667512907,35.1795647175598,cold
56,56.0,6.21954319663341,-90.286188049793,35.3431040638873,cold
