temp,longitude,latitude,cat
2.029882200406790,-123.09657531185700,46.27457872101050,hot
3.353617320694260,-120.56790276783500,42.21422626322600,hot
7.247685002604420,-118.85857708417000,43.12903075719610,hot
1.3585500053996200,-123.89571839205400,40.03530587763090,hot
5.325652390424400,-117.4742238618340,46.15759282801130,hot
3.344844780012590,-119.27421614937200,48.04605801583660,hot
2.1607195083661100,-115.01921558206300,41.91996431971720,hot
9.72496641170915,-118.7904431480970,42.39743449067810,hot
3.5729257673987700,-118.9340489016800,46.954118118481200,hot
9.351366949915200,-122.65724631336700,41.14631569546720,hot
6.047507771334560,-123.23565478174900,41.383707031886600,hot
8.844640888078170,-123.35276962049800,45.71025007839670,hot
6.4517822940158800,-116.591738414729,48.26595401385840,hot
5.0133469115123,-123.05685579202200,45.654471675795000,hot
3.584646422322070,-117.99594002707700,46.86316321117150,hot
3.3220243148089200,-117.35471370976200,46.41843263139790,hot
1.696768574141980,-116.63832206394900,47.38051571082260,hot
8.986136070372920,-123.00200148427600,47.97380973945930,hot
9.630243339396560,-119.195594617276,47.39261443214030,hot
7.182475086864690,-115.07221500245600,48.88994227354920,hot
7.731773804508960,-123.74363224460800,43.03926631065890,hot
4.304351270272590,-116.92269460043700,42.87483265378210,hot
9.80520305679971,-120.2378158717930,42.4797475143074,hot
5.313214991529060,-118.79681016519300,46.74148714359510,hot
5.855675213013120,-115.98479363997700,49.42631825593000,hot
9.059790303798150,-122.3584588533330,42.76395660263680,hot
2.016818805338850,-118.38491392477900,40.843250424381,hot
9.005074082048980,-115.45224118193400,41.05682881584050,hot
7.916741730267670,-115.6315810604450,42.84691660964140,hot
2.3527195627656800,-118.72311160029000,41.86767440692360,hot
9.907841383536210,-119.75776551326600,48.93594216875120,hot
4.726545490840420,-118.05968704411300,46.11385951334560,hot
6.947422858148200,-123.10967075324200,45.003361174147300,hot
9.245456947773950,-117.96426347801100,47.1847358593628,hot
1.2578041203263900,-116.72401343226100,49.8797858679155,hot
9.194210759235190,-120.34607194350900,42.968173774455,hot
4.621437847248010,-122.62516578099700,39.95649153448570,hot
1.8338620015386800,-122.31537264694000,36.56988138171920,hot
4.091125822482700,-120.18650518022100,38.10716524427920,hot
9.132609267546030,-123.3151958266060,37.26489440397240,hot
4.016279607155600,-123.70022678509100,35.43614240788790,hot
3.2494108883671200,-123.93944147114100,39.70397682226220,hot
3.173916136243010,-120.6680128143400,35.80091549775160,hot
7.2622691867052,-122.93871807453500,35.46886907557180,hot
5.42959567902736,-123.56578390640500,39.630235403212700,hot
5.439405132199530,-122.21053299115000,38.48349764587860,hot
5.962119058980960,-106.39772926822200,39.09051527031420,hot
5.477360907136420,-104.5992401487470,41.789818576785700,hot
2.280286603212470,-107.0275081356210,40.9520037456423,hot
3.4047487796504600,-104.90422773055700,44.85953798277700,hot
4.794921026549300,-108.8810674794240,39.80652287773660,hot
2.556303187027990,-106.15221439067900,44.00433350165300,hot
2.3494186918193400,-109.7666441300580,42.01396209772320,hot
1.0669487424846600,-109.24978062700900,44.55507360131940,hot
4.209387359632180,-109.52807961979600,41.84201577552510,hot
1.8694075763226000,-108.10784873998900,37.68202617820130,hot
3.302966186370380,-91.70740673105480,38.906097884172300,cold
2.44319023288616,-91.37566656215440,37.24799998388820,cold
4.335155567482080,-91.8537096280673,41.08097648279540,cold
4.812522350808110,-97.6322698157984,33.329222687159400,cold
3.3062981559697100,-92.01430903813280,36.3353285110709,cold
3.984671822046240,-93.36222793384390,43.64270772504020,cold
7.785907327440730,-94.2590543116649,38.191679616948000,cold
7.186500455532940,-99.63383981369940,33.253672479782400,cold
3.795104627776040,-92.50055891408890,40.83795078194010,cold
2.094905113117810,-93.15647088253400,38.2403118041538,cold
3.0084981186739200,-93.51473352262200,44.61378014462820,cold
7.267567803137860,-93.80588381640030,44.64212813190900,cold
3.844065221165590,-93.20635472936760,40.63901956598550,cold
7.116870296417860,-96.97132551982380,37.4173776664334,cold
1.9615661157534200,-93.08580391727980,42.632273295125000,cold
3.225314382319210,-91.17420035861180,40.79816876645850,cold
6.981542991469220,-96.77179792100690,44.27046503385890,cold
4.295012782466010,-90.33160597415090,40.88994740017210,cold
4.3973792509112,-93.77525459355950,41.24686844923400,cold
1.2063861618739500,-95.65642019340030,38.54017017431160,cold
6.018334487737090,-97.7536734552212,44.25357832902840,cold
1.9231284264585900,-93.91675862335360,43.52500373134040,cold
4.845259145246180,-92.56782944560690,40.74306934903440,cold
3.695148084177210,-97.5073269719592,37.77824080123750,cold
1.7806951162342100,-98.0905883598318,42.318140584859600,cold
5.2251222614508,-98.46206050214830,33.66973183128630,cold
1.998215472390450,-99.56222622747740,37.59428190414480,cold
4.005284686122670,-92.60965387961560,39.223799310827200,cold
3.3412623571920700,-98.08564433314360,44.73042405651820,cold
1.5745230035176700,-98.98634322348450,34.97129912625070,cold
4.3058771504989100,-94.9174284991509,35.687311202021100,cold
5.944537215394490,-93.3736041628475,44.44313332139750,cold
1.3551242270466000,-96.0831002369561,35.86161009596080,cold
3.748900852305030,-98.94103493832390,39.7207144572256,cold
1.108864292542160,-98.10130451974710,35.005364046187700,cold
2.2811061912891500,-93.90309893781520,41.56986919179130,cold
6.829507095489370,-90.09262030951250,41.289013619376000,cold
6.0627779533331000,-93.17822917409320,32.57920768219250,cold
4.7329319743099600,-93.57555518262600,32.10128486345970,cold
7.037555741518950,-93.94816875686570,32.86076134888240,cold
7.576708015260000,-99.9709423293219,43.63116020806960,cold
4.88809853018758,-94.7288415138491,38.084154761487700,cold
1.6814446766497500,-98.57313181213280,40.21821766423460,cold
1.820158594953060,-96.46723314783710,39.03922722725630,cold
6.612669441614740,-120.2327179910860,46.68339944816050,hot
5.433703793922890,-115.07124606086000,46.97833520526260,hot
4.291893834198560,-116.56274034968900,45.94300555605190,hot
7.1753865531832,-115.37005659731300,47.51815249471510,hot
2.302623524121660,-116.74802490578500,46.697626455864300,hot
7.583745334745530,-121.10418524709800,45.13490185728340,hot
3.614441536527540,-117.20715601468900,47.98466834007750,hot
5.441307103255540,-118.2241433036270,46.78668386588610,hot
8.610429457441490,-122.2092779969590,45.42368123375070,hot
7.637312498420600,-115.12066554487700,46.39828311954810,hot
9.042573768021390,-115.34641232157900,47.30980317918230,hot
5.4376130830037400,-122.98521388557400,45.11687179288450,hot
2.483705295065660,-121.15786150642000,45.98612793017090,hot
5.5847470129107800,-120.21897821102900,45.69771969645690,hot
4.676982998843620,-122.66099644755200,45.05220220102110,hot
4.429401692441470,-122.40620782956200,45.46576812402320,hot
6.276850495149980,-116.15824611507600,46.258541090384300,hot
3.88622677707186,-121.27250356847000,47.98997593627100,hot
