,Unnamed: 0,longitude,latitude,Value
0,0,123.49576520253221,-27.931716766216297,55.328130381366705
1,1,117.11650079476085,-24.80922562655025,30.09264622565481
2,2,113.07807694706221,-29.57137925883889,59.84021336434643
3,3,113.4229677742841,-30.757498701099102,54.8196290583171
4,4,119.39437964869387,-33.448299416428206,23.26294041169569
5,5,114.81665717111528,-21.77519013015175,34.31398327584132
6,6,116.17936649402697,-24.788471605963238,16.209179805308718
7,7,117.57910352357149,-26.52606896904762,73.08918851165123
8,8,120.82819685509327,-33.66758536333022,53.33455312652159
9,9,118.56192671535833,-20.084659959354823,25.151281297333135
10,10,120.18448851681637,-21.79190278794764,98.72316434438339
11,11,124.76096300769616,-28.978710768412952,6.176006192381519
12,12,114.61533301805817,-29.35891889729789,81.45920870584096
13,13,121.40734458378908,-23.301819250352413,58.59153084756605
14,14,113.17297592690154,-20.152466076584325,38.849114492467656
15,15,121.4913549775261,-33.43291862375753,74.59052433977907
16,16,113.72888177131729,-26.68271357339795,46.28652241313812
17,17,117.98148502612426,-26.863608081854963,64.62482456851774
18,18,124.99282658883156,-34.99964792539176,39.242556582799274
19,19,118.9923886390585,-29.960837320790844,82.53964530673046
20,20,121.57079920664194,-24.95652398221749,48.86344924063859
21,21,124.74513637110842,-34.51962208718094,71.96276608601342
22,22,115.9632215600311,-20.432190667164836,62.0179468758047
23,23,118.04273557205987,-33.10785241107599,43.50465362124762
24,24,124.0866009655876,-31.128973137448185,96.2105880076786
25,25,118.31642486034016,-24.282006714531526,74.20180910468041
26,26,116.61506068879329,-30.707145766864127,86.59213570326199
27,27,113.92853707236846,-32.94141591911086,57.06612223198299
28,28,124.0733473294285,-22.663659663561397,46.768950462119335
29,29,124.4199456218228,-20.22593410486985,71.44822823263611
30,30,113.2276677476308,-23.66145879733744,75.05232562274885
31,31,113.08898624261477,-26.092523072324468,30.67845092730466
32,32,118.20915928054892,-30.634619142662515,11.371506581832383
33,33,118.91556678333399,-34.12359679669403,65.44758584056648
34,34,117.33900550947453,-33.22798159825715,37.11845366735082
35,35,120.68239997997888,-24.351835689932063,15.991682192699532
36,36,113.98874656802549,-20.127463878838512,7.542062749577074
37,37,114.60861210476013,-28.56565286592902,60.968854784632846
38,38,113.88464887218659,-31.314648245040562,16.380224914998372
39,39,113.40959973259027,-28.07656603028082,79.2299912308116
40,40,124.68372580207475,-31.595599433129443,42.34784333086299
41,41,119.16615267800005,-27.225353767282385,13.648187136484594
42,42,119.04425823474854,-21.28192767165133,4.310600996430588
43,43,121.77650949932305,-23.15163472748262,61.29003653970296
44,44,120.25244101902175,-30.373278189218897,7.642020224613786
45,45,119.1479743592932,-22.49097495668327,22.98693359663151
46,46,114.82241472955005,-22.3688373152855,77.05926672619056
47,47,121.54462129936014,-32.46056408127843,5.909591272128678
48,48,118.65514384288345,-24.328702141394004,6.851821551653619
49,49,122.36009359293718,-23.366312151348698,9.719228561903863
50,50,117.99774469180737,-35.53589024013054,8.737104323851945
51,51,121.74871141251775,-24.194467439869527,76.79223731671003
52,52,123.75298224179446,-32.99126975342501,79.66108145367393
53,53,114.1269884099006,-25.31391749755653,20.156440039327688
54,54,118.6818595312357,-29.74361660204758,3.7708647476107657
55,55,124.86297205865962,-28.762079559673438,30.615582830501832
56,56,120.00965244011101,-27.229267282954872,91.59463011248033
57,57,123.49575268927556,-29.68557591318613,33.76170913265805
58,58,113.72627533851805,-24.184501572102654,80.81142632461305
59,59,124.82668554773173,-29.217184941553064,6.709462572909742
60,60,118.75265256374465,-24.363571781635983,79.72450809265405
61,61,113.56432362557993,-32.01744214322581,44.19281380788858
62,62,116.84710340722322,-30.58477843842495,94.71459536929993
63,63,113.20914387401382,-35.29860839239547,66.40197556385296
64,64,113.25725586953267,-25.325197607406952,88.867338813222
65,65,119.69989737228536,-21.84730806918213,88.79342013455289
66,66,121.98791109439495,-24.740503936412928,86.5558341624955
67,67,113.98796112866545,-27.163344012519946,6.880845066161388
68,68,123.2403738918411,-27.565684739502096,8.285096640344715
69,69,114.92677312920542,-32.8096226626621,83.22989678241491
70,70,115.71120942507827,-35.10797415528824,25.527204832407268
71,71,122.48647570484408,-25.264655475512605,38.30796794338532
72,72,113.45633520737154,-28.67824545587913,28.10650280917574
73,73,115.0352792767279,-33.61942379916773,90.56482695097245
74,74,113.02867092179,-20.908721775428845,10.064050102158726
75,75,113.27565236576999,-33.24405789795705,70.68996672097545
76,76,118.06094217170862,-29.196682259191416,40.93781227562903
77,77,117.19154697339177,-31.84562687891988,60.9612512974646
78,78,116.98599186033354,-32.42960770354176,2.9569320290637817
79,79,124.05545901432714,-35.410663352489124,71.12998837765981
80,80,117.93673448517552,-24.024015697418484,27.06978832886677
81,81,121.11199856436708,-35.97984056102753,4.095955264093118
82,82,123.45387159514381,-22.483544590033624,60.02696705618105
83,83,119.31035337575081,-23.88102007311967,80.85566180091455
84,84,120.51190014541538,-30.38106934449833,48.90528806494997
85,85,117.0144685576657,-22.588844920224474,66.14946024573325
86,86,113.94687791816385,-27.771293196391653,48.73999209125568
87,87,113.47380844662408,-23.708645387152874,16.374504327633126
88,88,120.05593704672731,-23.31251031622003,6.943132916124407
89,89,113.01542105213767,-33.23183656752867,88.36778716477039
90,90,113.99550895059804,-29.565605899690972,86.41263524290707
91,91,124.67776611023254,-32.85709952710225,69.78995919425024
92,92,113.78833847968032,-21.583248338753926,67.59023108813683
93,93,120.27090054126579,-20.986228989765102,60.158879886721444
94,94,123.83343886498271,-34.116392016884,34.18167380543006
95,95,123.21727344935145,-20.390790943420235,72.01412484980766
96,96,119.3702879313646,-28.803459405022195,58.508360097566765
97,97,113.61345834897715,-33.368756120778926,63.105429651074175
98,98,114.68395877200119,-30.141541590517022,76.11599061303387
99,99,124.45245467829989,-25.98965408229356,53.82747919612116
100,100,141.165089093998,-18.8796895101422,17.4479396218128
101,101,138.281675476562,-31.4602501430965,40.3585780187636
102,102,141.322139853197,-24.0728939809815,26.5696289624405
103,103,139.994504309168,-23.7577341061609,44.9185901001581
104,104,150.867079081508,-25.7752401405738,31.8399555932022
105,105,150.436656956655,-30.369985836809,43.0961605750639
106,106,150.056971563992,-27.735649863456,80.2926291458883
107,107,135.949140301039,-29.5707352575658,49.5531740499497
108,108,140.857577292904,-28.5953636094232,91.6651439954166
109,109,148.059621005279,-27.6799329868375,35.523117895816
110,110,147.507901701801,-24.5645595927299,72.5954002546183
111,111,140.523843492637,-23.3782496928565,55.9481658820188
112,112,143.816314356793,-19.2594780291285,21.1446244286981
113,113,137.378535084492,-20.0383949246806,82.3478916472756
114,114,140.994806534965,-22.2858264263004,42.7731736606266
115,115,147.586480931348,-30.3257350132588,60.3495887440108
116,116,136.593111702281,-30.9697502531627,70.8873725005121
117,117,150.318333193212,-28.4589497887185,69.679028931571
118,118,141.743665652283,-30.880982827869,65.3155566610167
119,119,150.768926986613,-18.7186027992108,5.10299489477569
120,120,145.283296925977,-25.5727526308138,71.2747968438277
121,121,142.481552670295,-21.5068127900645,53.135437904469
122,122,149.28913658028,-27.9229432856183,74.1258599991184
123,123,142.661125543998,-21.5201345781655,30.2365902396576
124,124,144.773266868142,-25.0173377218251,26.0591701307835
125,125,147.179314257253,-21.1126050099381,32.3265466656226
126,126,148.523361508038,-31.2549986423946,13.7326303790133
127,127,150.265295536211,-21.0288726058425,57.6411296148728
128,128,148.961289891054,-18.1318243803939,7.50526177798297
129,129,137.704834368616,-31.7948823833137,98.1446690235513
130,130,138.559699877381,-19.9778156864416,11.6562805821647
131,131,146.216893410026,-21.9823576437451,43.6145754298841
132,132,137.450474387228,-28.5747350814879,41.7604812523708
133,133,135.300443820593,-18.0637331195624,53.1577534087798
134,134,148.099709329593,-19.3995265510061,30.3482633857337
135,135,144.881337408777,-21.9088270860422,48.2399811035285
136,136,147.662604181213,-26.9013224553307,72.7658279798852
137,137,150.145738630241,-28.173478787803,94.271379976549
138,138,140.542079554566,-25.222979624393,1.85256506879312
139,139,143.12570925728,-24.857474850174,34.5806458696394
140,140,148.611626111403,-30.4532561824291,83.9908454582355
141,141,140.813514867587,-24.9713648408801,50.1936774501487
142,142,141.426256264801,-22.866851009225,98.2690987248537
143,143,149.228851746245,-19.2461823977569,12.2780723127433
144,144,142.111316871659,-29.6405184780049,72.5973185460192
145,145,149.737174183285,-22.54522195565,25.5026411649387
146,146,142.349040604026,-31.7356327255186,68.7054048631628
147,147,149.423428762387,-23.2822356199141,24.6886437437738
148,148,142.07742309491,-22.1653977967453,4.23257167228376
149,149,139.601576544715,-21.4363407121019,39.4049400508726
150,150,143.222711725867,-23.9018561922853,95.8731975692268
151,151,137.555597166296,-23.8834581123299,15.7399715261144
152,152,136.749135266737,-31.8170921355255,22.8112577223454
153,153,140.759352117493,-28.5262819948302,21.7301406394464
154,154,140.371514817816,-23.2129583908047,52.1980000678922
155,155,143.228990169497,-19.1921338816074,39.7699842458154
156,156,148.595736909099,-18.1851059986671,51.9103438523155
157,157,143.856868684343,-26.8790382655677,21.118163647815
158,158,135.612668026495,-24.5456423918273,16.3499064660602
159,159,148.125381857916,-23.0705708111868,40.3337673468451
