,longitude,latitude,Value
0,145.443410195264,-29.139073099912,54.5794471806761
1,141.942567060828,-20.1238843107856,64.4221151188155
2,147.806200274943,-29.5335680499804,29.9485117823706
3,139.326100695341,-20.0412263577328,70.0869438003016
4,137.823013697724,-23.3808724452093,59.2556356458949
5,138.979374091533,-24.1085522586192,53.0785063410829
6,135.622227916064,-30.0581409638238,14.2946984659906
7,136.901044361904,-25.6577273866314,58.3756395876337
8,145.117642340694,-19.6853766648715,67.760797690153
9,137.502270760939,-30.8378067084555,43.8309042020389
10,147.349478341829,-31.5451179544772,96.3553340148098
11,143.407422357197,-19.3629994828407,93.704148159841
12,142.104641976848,-22.0602931484322,1.35153476787378
13,149.687103117639,-27.0982862949794,15.2117403767026
14,150.99198226495,-28.8891195255531,59.1618988142801
15,138.808956447474,-27.2034450007301,39.0018116127871
16,146.36265359047,-20.4246221534023,97.9165681880581
17,145.421053304324,-31.3475434910259,84.8384537451974
18,146.570839451763,-26.9143182131407,64.7169181557162
19,141.310698801638,-19.8732228175207,34.3837936348826
20,137.911418143522,-19.5086626858444,9.09569591302228
21,135.092703660892,-28.1775966105178,34.8045462024973
22,140.681754525771,-19.3594646248471,28.0513672883629
23,148.714954439978,-28.2952099183418,13.9816933620348
24,139.66847496776,-26.3371059375485,97.8227019864258
25,136.435205321733,-27.6659132626165,83.4938131437428
26,144.976128898433,-31.9282218913211,52.6334352692036
27,149.937272172675,-20.4177379789503,46.869379994167105
28,135.584347497037,-30.1884308988613,45.7256344759903
29,138.824881448657,-30.8959005420544,14.2679833278931
30,143.930627449799,-25.3481256294052,61.9930071071617
31,141.267003802278,-25.6096927339511,1.34666892295431
32,141.860995233835,-26.1869529515033,93.0344190771278
33,135.590438856197,-20.4332529449804,68.3580460628197
34,146.75953036942,-30.0354948533992,8.26330802911165
35,145.039566537313,-29.6126213364838,81.037002570346
36,136.037490463565,-31.0627933982557,26.223685662056
37,146.321979352442,-23.2138599072478,11.2468771324184
38,137.720270771848,-18.8220502641784,91.0751299014026
39,141.403650384866,-23.9807819936889,28.8959890043421
40,136.347895151393,-24.9782034105657,4.34335625762142
41,147.511568836602,-22.0261823461543,33.9329729950837
42,142.406687184023,-27.6922099948704,50.8140686192749
43,150.277822121654,-28.4863173636076,81.39279558987
44,137.353677165238,-20.7118583488743,50.0288945883038
45,137.81875635238,-28.6271694359814,92.4848900152158
46,145.768262719695,-29.8079270533735,40.2281409830178
47,146.039966197404,-26.8915875964355,28.0513338569909
48,142.98963354534,-20.4959774089941,66.8123655979154
49,145.610090396066,-30.8196614833966,8.46882888106811
50,150.899622752717,-19.8674076391393,16.281258979433
51,147.230328472055,-31.8084828186267,10.9786871660052
52,139.388780651202,-18.0897946780578,82.4886131444517
53,142.174656906498,-21.1198906860039,49.1029630377557
54,144.27716197897,-18.3842575167571,76.0951048597763
55,136.637269673977,-26.9424600058268,33.7230160620067
56,140.679587736658,-31.7521823200899,31.6891681355984
57,147.974222405134,-24.697522846079,41.8098271966653
58,137.325205922332,-31.4341550890098,97.5139808649399
59,142.465559626555,-29.947732761209,14.445461642072
60,144.087670194045,-25.2603849031063,1.89139933158362
61,149.406550011201,-26.1570887645199,57.1165156806568
62,150.983988883093,-22.0344238249563,19.5376328663255
63,137.683225945447,-26.010316219081,13.7666700659261
64,135.641053357893,-22.2546732094093,50.1834510820195
65,140.486341703066,-22.8404675687087,29.5437117704531
66,148.1975146475,-25.1884017706951,82.4497565106466
67,140.392670789466,-30.4454098906132,47.7949465530096
68,136.788434841315,-26.3493544377499,41.8401465608978
69,141.202006587659,-30.385955976185,70.7862757977258
70,138.190705082788,-25.1084457212176,88.234653988002
71,142.644565663404,-27.0931523378713,78.7617059900684
72,145.706768190878,-26.6945796925638,95.0434764222079
73,146.524209831856,-31.2716029069099,84.3287969652708
74,137.889985279693,-24.4823893377321,10.9908736829317
75,143.134671523605,-25.5033709306934,23.9972200317508
76,138.045938082898,-20.8246982183779,3.81255245092741
77,142.766906765751,-25.1018112565559,71.7960272512458
78,137.747626587866,-20.6459319096075,75.4226047965025
79,143.363747768445,-22.6736833927781,59.7238915791586
80,140.035883936712,-27.8074225877748,17.4190435776423
81,137.784155920897,-23.7567581131872,71.0303429749089
82,135.718819547092,-26.0455999646918,1.13504550799173
83,146.861640912914,-27.5546251768966,34.3898928588858
84,137.959209546834,-23.7164423372285,48.5310510691623
85,141.629409987672,-19.6453122300029,10.0603580004281
86,146.408233745553,-19.831602283673,81.690032084822
87,136.075264337803,-24.957111945975,53.4474766722776
88,141.558815476828,-26.6187328490446,64.252499563981
89,137.654780437617,-22.8003422515002,77.1702687350719
90,137.490517814691,-29.6595337938034,77.7608597641272
91,150.492937901399,-28.1731485191492,67.9335968829341
92,144.133561277426,-20.1712838191382,32.7810436176898
93,140.22359816442,-22.1960439520596,12.175087807427
94,137.122148664336,-31.5000216403394,93.7170466583827
95,146.196997350648,-20.7153935617311,91.3367168408379
96,144.861901040916,-30.4785978526399,34.6801063440082
97,148.229785178814,-28.5042080219639,98.1445416395822
98,147.493004551654,-21.4855635324291,54.7267358182238
99,147.030904223515,-29.0118539452451,17.7691111768727
100,141.165089093998,-18.8796895101422,17.4479396218128
101,138.281675476562,-31.4602501430965,40.3585780187636
102,141.322139853197,-24.0728939809815,26.5696289624405
103,139.994504309168,-23.7577341061609,44.9185901001581
104,150.867079081508,-25.7752401405738,31.8399555932022
105,150.436656956655,-30.369985836809,43.0961605750639
106,150.056971563992,-27.735649863456,80.2926291458883
107,135.949140301039,-29.5707352575658,49.5531740499497
108,140.857577292904,-28.5953636094232,91.6651439954166
109,148.059621005279,-27.6799329868375,35.523117895816
110,147.507901701801,-24.5645595927299,72.5954002546183
111,140.523843492637,-23.3782496928565,55.9481658820188
112,143.816314356793,-19.2594780291285,21.1446244286981
113,137.378535084492,-20.0383949246806,82.3478916472756
114,140.994806534965,-22.2858264263004,42.7731736606266
115,147.586480931348,-30.3257350132588,60.3495887440108
116,136.593111702281,-30.9697502531627,70.8873725005121
117,150.318333193212,-28.4589497887185,69.679028931571
118,141.743665652283,-30.880982827869,65.3155566610167
119,150.768926986613,-18.7186027992108,5.10299489477569
120,145.283296925977,-25.5727526308138,71.2747968438277
121,142.481552670295,-21.5068127900645,53.135437904469
122,149.28913658028,-27.9229432856183,74.1258599991184
123,142.661125543998,-21.5201345781655,30.2365902396576
124,144.773266868142,-25.0173377218251,26.0591701307835
125,147.179314257253,-21.1126050099381,32.3265466656226
126,148.523361508038,-31.2549986423946,13.7326303790133
127,150.265295536211,-21.0288726058425,57.6411296148728
128,148.961289891054,-18.1318243803939,7.50526177798297
129,137.704834368616,-31.7948823833137,98.1446690235513
130,138.559699877381,-19.9778156864416,11.6562805821647
131,146.216893410026,-21.9823576437451,43.6145754298841
132,137.450474387228,-28.5747350814879,41.7604812523708
133,135.300443820593,-18.0637331195624,53.1577534087798
134,148.099709329593,-19.3995265510061,30.3482633857337
135,144.881337408777,-21.9088270860422,48.2399811035285
136,147.662604181213,-26.9013224553307,72.7658279798852
