,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
0,0,0,0,0,0,1001,Autauga,Alabama,-86.642749235,32.5349201866,593.6173354059719
1,1,1,1,1,1,1003,Baldwin,Alabama,-87.7498400784,30.6609696648,568.7839210881735
2,2,2,2,2,2,1005,Barbour,Alabama,-85.3931969755,31.8696032448,595.48184216269
3,3,3,3,3,3,1007,Bibb,Alabama,-87.1264391014,32.9986442965,566.9325877487079
4,4,4,4,4,4,1009,Blount,Alabama,-86.5673709608,33.9808673856,553.6438435961539
5,5,5,5,5,5,1011,Bullock,Alabama,-85.7156972254,32.1005542205,539.6805131353528
6,6,6,6,6,6,1013,Butler,Alabama,-86.6802892154,31.7524339429,530.52104990062
7,7,7,7,7,7,1015,Calhoun,Alabama,-85.8260308543,33.7714324565,537.4228775328509
8,8,8,8,8,8,1017,Chambers,Alabama,-85.3920429513,32.9143722298,566.8050024611366
9,9,9,9,9,9,1019,Cherokee,Alabama,-85.6037937156,34.1759559677,575.2760842052546
10,10,10,10,10,10,1021,Chilton,Alabama,-86.718813672,32.847853212,542.3147226035587
11,11,11,11,11,11,1023,Choctaw,Alabama,-88.2632012743,32.0196107831,563.4863440489039
12,12,12,12,12,12,1025,Clarke,Alabama,-87.8308098507,31.6766595802,565.9589816084023
13,13,13,13,13,13,1027,Clay,Alabama,-85.8605470841,33.2690858673,502.0374910895812
14,14,14,14,14,14,1029,Cleburne,Alabama,-85.5187680028,33.6745577167,506.3865904945781
15,15,15,15,15,15,1031,Coffee,Alabama,-85.9882069262,31.4026271796,512.9737715379854
16,16,16,16,16,16,1033,Colbert,Alabama,-87.8049852867,34.7004337984,598.120561596488
17,17,17,17,17,17,1035,Conecuh,Alabama,-86.9936742092,31.4292715445,578.6317636941769
18,18,18,18,18,18,1037,Coosa,Alabama,-86.2476592648,32.9362268304,566.1738946506401
19,19,19,19,19,19,1039,Covington,Alabama,-86.4512425439,31.2484923988,534.9220107633511
20,20,20,20,20,20,1041,Crenshaw,Alabama,-86.3135388959,31.7315001844,536.2759899332889
21,21,21,21,21,21,1043,Cullman,Alabama,-86.8676194614,34.1319410705,522.673517588698
22,22,22,22,22,22,1045,Dale,Alabama,-85.6110368183,31.4318270699,585.089314194252
23,23,23,23,23,23,1047,Dallas,Alabama,-87.1064763258,32.325973709,550.0851823760931
24,24,24,24,24,24,1049,DeKalb,Alabama,-85.8041426436,34.4597729557,545.9147203694292
25,25,25,25,25,25,1051,Elmore,Alabama,-86.1491465307,32.5966480504,515.3281487334924
26,26,26,26,26,26,1053,Escambia,Alabama,-87.1616198682,31.1261225461,561.1772139354249
27,27,27,27,27,27,1055,Etowah,Alabama,-86.034762324,34.0452544,566.6925952807486
28,28,28,28,28,28,1057,Fayette,Alabama,-87.7388619701,33.7212061505,574.4899813921994
29,29,29,29,29,29,1059,Franklin,Alabama,-87.8438119782,34.4416706415,582.9288638389629
30,30,30,30,30,30,1061,Geneva,Alabama,-85.8389848955,31.095016693,573.7535974701944
31,31,31,31,31,31,1063,Greene,Alabama,-87.9522309156,32.8531388427,520.805859819307
32,32,32,32,32,32,1065,Hale,Alabama,-87.6291176816,32.7626642246,592.8805472839407
33,33,33,33,33,33,1067,Henry,Alabama,-85.2414063367,31.5146944202,534.8763024466746
34,34,34,34,34,34,1069,Houston,Alabama,-85.3025273835,31.1531879718,538.9259863611996
35,35,35,35,35,35,1071,Jackson,Alabama,-85.9993005443,34.7794159964,595.780631958635
36,36,36,36,36,36,1073,Jefferson,Alabama,-86.8963982424,33.5543385118,521.9020187012063
37,37,37,37,37,37,1075,Lamar,Alabama,-88.0968988585,33.7792058021,552.8423370570833
38,38,38,38,38,38,1077,Lauderdale,Alabama,-87.6539980067,34.901372384,503.81521100902603
39,39,39,39,39,39,1079,Lawrence,Alabama,-87.311044513,34.5216520166,500.3486975317823
40,40,40,40,40,40,1081,Lee,Alabama,-85.355562704,32.6011364841,573.9169412455939
41,41,41,41,41,41,1083,Limestone,Alabama,-86.9813747654,34.8100783219,508.3975273316141
42,42,42,42,42,42,1085,Lowndes,Alabama,-86.6501076967,32.1547500095,515.3813693510621
43,43,43,43,43,43,1087,Macon,Alabama,-85.6926686622,32.3859736952,596.9257883273218
44,44,44,44,44,44,1089,Madison,Alabama,-86.5502065185,34.7630897031,571.0067089874185
45,45,45,45,45,45,1091,Marengo,Alabama,-87.7895192944,32.2476134122,512.925615706748
46,46,46,46,46,46,1093,Marion,Alabama,-87.8871383639,34.1365496957,562.600542035505
47,47,47,47,47,47,1095,Marshall,Alabama,-86.306636969,34.3669621021,552.570804707098
48,48,48,48,48,48,1097,Mobile,Alabama,-88.1975233535,30.6851516211,599.0000184167795
49,49,49,49,49,49,1099,Monroe,Alabama,-87.3654375115,31.5708340246,550.385308783576
50,50,50,50,50,50,1101,Montgomery,Alabama,-86.2076142923,32.2202579876,567.5723346445516
51,51,51,51,51,51,1103,Morgan,Alabama,-86.8529215684,34.453472028,578.2603466477924
52,52,52,52,52,52,1105,Perry,Alabama,-87.2944007854,32.6384656558,542.0527305360271
53,53,53,53,53,53,1107,Pickens,Alabama,-88.0886925942,33.2808768859,502.4878480745168
54,54,54,54,54,54,1109,Pike,Alabama,-85.9409081483,31.8027084904,567.087154390061
55,55,55,55,55,55,1111,Randolph,Alabama,-85.4590701568,33.2937873448,521.4735486424578
56,56,56,56,56,56,1113,Russell,Alabama,-85.1849624464,32.2883800156,503.4515432441182
57,57,57,57,57,57,1115,St.,Alabama,,,154.1919330677818
58,58,58,58,58,58,1117,Shelby,Alabama,-86.6606484037,33.2642770248,557.2581867162834
59,59,59,59,59,59,1119,Sumter,Alabama,-88.1987896089,32.5910175308,585.3835630316269
60,60,60,60,60,60,1121,Talladega,Alabama,-86.1659036872,33.3800616097,553.3745282353589
61,61,61,61,61,61,1123,Tallapoosa,Alabama,-85.7975022448,32.8624049426,507.5070506496395
62,62,62,62,62,62,1125,Tuscaloosa,Alabama,-87.525029952,33.2895498464,593.0044365784566
63,63,63,63,63,63,1127,Walker,Alabama,-87.2973573971,33.8033347429,509.56903894340047
64,64,64,64,64,64,1129,Washington,Alabama,-88.2078768076,31.4076037932,531.723612803242
65,65,65,65,65,65,1131,Wilcox,Alabama,-87.3082017869,31.9892401922,576.1191234113055
66,66,66,66,66,66,1133,Winston,Alabama,-87.3736834128,34.1492251125,552.8462877111755
67,67,67,67,67,67,2013,Aleutians,Alaska,,,125.44540554667932
68,68,68,68,68,68,2016,Aleutians,Alaska,,,188.4258679194706
69,69,69,69,69,69,2020,"Anchorage,",Alaska,,,125.28156576445906
70,70,70,70,70,70,2050,Bethel,Alaska,-160.195267975,60.8490903436,119.46809506273028
71,71,71,71,71,71,2060,Bristol,Alaska,,,109.38500783481558
72,72,72,72,72,72,2068,Denali,Alaska,-150.011714676,63.6716419513,181.23728659187933
73,73,73,73,73,73,2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.25300795028446
74,74,74,74,74,74,2090,Fairbanks,Alaska,,,143.4855283732906
75,75,75,75,75,75,2100,Haines,Alaska,-135.470092205,59.0758951471,401.6632786103621
76,76,76,76,76,76,2105,Hoonah–Angoon,Alaska,,,174.8553545467974
77,77,77,77,77,77,2110,"Juneau,",Alaska,,,172.51700891946226
78,78,78,78,78,78,2122,Kenai,Alaska,,,168.86218279442338
79,79,79,79,79,79,2130,Ketchikan,Alaska,,,144.27995694118158
80,80,80,80,80,80,2150,Kodiak,Alaska,,,103.60038937169908
81,81,81,81,81,81,2158,Kusilvak,Alaska,-163.525464784,62.160012711,176.15807769736122
82,82,82,82,82,82,2164,Lake,Alaska,,,106.22647203015909
83,83,83,83,83,83,2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,141.60068587564805
84,84,84,84,84,84,2180,Nome,Alaska,-164.244322616,64.8354505226,143.2125333737854
85,85,85,85,85,85,2185,North,Alaska,,,133.0389273503019
86,86,86,86,86,86,2188,Northwest,Alaska,,,132.77892139120627
87,87,87,87,87,87,2195,Petersburg,Alaska,-133.002459292,57.1140130761,311.65472809498743
88,88,88,88,88,88,2198,Prince,Alaska,,,126.7747942591096
89,89,89,89,89,89,2220,"Sitka,",Alaska,,,103.43893328579708
90,90,90,90,90,90,2230,"Skagway,",Alaska,,,151.44670892122554
91,91,91,91,91,91,2240,Southeast,Alaska,,,112.7883724742482
92,92,92,92,92,92,2261,Valdez–Cordova,Alaska,,,172.91517363113567
93,93,93,93,93,93,2275,"Wrangell,",Alaska,,,116.09934008045668
94,94,94,94,94,94,2282,"Yakutat,",Alaska,,,147.95969710519125
95,95,95,95,95,95,2290,Yukon–Koyukuk,Alaska,,,192.43288906858407
96,96,96,96,96,96,60010,Eastern,American Samoa,-170.627332642,-14.2674550886,198.2373104682607
97,97,97,97,97,97,60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,173.62277443876906
98,98,98,98,98,98,60030,Rose,American Samoa,,,119.18865625104608
99,99,99,99,99,99,60040,Swain's,American Samoa,,,136.5721012868068
100,100,100,100,100,100,60050,Western,American Samoa,-170.784527256,-14.3355554126,121.6557719259378
101,101,101,101,101,101,4001,Apache,Arizona,-109.488828707,35.3955080611,25.899965422983755
102,102,102,102,102,102,4003,Cochise,Arizona,-109.751263137,31.8796370864,5.060115866436138
103,103,103,103,103,103,4005,Coconino,Arizona,-111.770512718,35.8386956734,24.60853622469841
104,104,104,104,104,104,4007,Gila,Arizona,-110.811737097,33.7997498678,27.735906269436526
105,105,105,105,105,105,4009,Graham,Arizona,-109.887451628,32.9326627045,18.034056364483348
106,106,106,106,106,106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,5.24702618692525
107,107,107,107,107,107,4012,La,Arizona,,,197.90733857115023
108,108,108,108,108,108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,19.58732129739641
109,109,109,109,109,109,4015,Mohave,Arizona,-113.757910618,35.7040584995,136.75017415717076
