,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
0,0,0,0,0,0,1001,Autauga,Alabama,-86.642749235,32.5349201866,384.47341465466013
1,1,1,1,1,1,1003,Baldwin,Alabama,-87.7498400784,30.6609696648,584.9426971729479
2,2,2,2,2,2,1005,Barbour,Alabama,-85.3931969755,31.8696032448,377.1362701913363
3,3,3,3,3,3,1007,Bibb,Alabama,-87.1264391014,32.9986442965,558.831763297325
4,4,4,4,4,4,1009,Blount,Alabama,-86.5673709608,33.9808673856,387.56743581021
5,5,5,5,5,5,1011,Bullock,Alabama,-85.7156972254,32.1005542205,371.91031754747144
6,6,6,6,6,6,1013,Butler,Alabama,-86.6802892154,31.7524339429,394.35728643694057
7,7,7,7,7,7,1015,Calhoun,Alabama,-85.8260308543,33.7714324565,355.5699724462842
8,8,8,8,8,8,1017,Chambers,Alabama,-85.3920429513,32.9143722298,390.7726396131004
9,9,9,9,9,9,1019,Cherokee,Alabama,-85.6037937156,34.1759559677,394.08973811620024
10,10,10,10,10,10,1021,Chilton,Alabama,-86.718813672,32.847853212,384.84214004904396
11,11,11,11,11,11,1023,Choctaw,Alabama,-88.2632012743,32.0196107831,504.6779278150775
12,12,12,12,12,12,1025,Clarke,Alabama,-87.8308098507,31.6766595802,598.8386344058658
13,13,13,13,13,13,1027,Clay,Alabama,-85.8605470841,33.2690858673,368.04336882880244
14,14,14,14,14,14,1029,Cleburne,Alabama,-85.5187680028,33.6745577167,366.58083661178017
15,15,15,15,15,15,1031,Coffee,Alabama,-85.9882069262,31.4026271796,385.30186669149157
16,16,16,16,16,16,1033,Colbert,Alabama,-87.8049852867,34.7004337984,584.1790613006199
17,17,17,17,17,17,1035,Conecuh,Alabama,-86.9936742092,31.4292715445,369.1884777655218
18,18,18,18,18,18,1037,Coosa,Alabama,-86.2476592648,32.9362268304,351.90276604640576
