,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.68910945090309,37.19300002374896,class1
1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.40435733536293,28.36235378939542,class1
2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,86.50749893572828,26.68465211021272,class1
3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,87.40747960717809,33.7111749100701,class1
4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,87.80469059649009,33.14374870350704,class1
5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78.81778678104642,23.952415537455202,class1
6,6,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,78.21355579194403,37.033925641307704,class1
7,7,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,85.03289896032338,24.16214314951207,class1
8,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,82.24161459614284,30.522983802932462,class1
9,9,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,78.69205291505186,34.1326531679255,class1
10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,70.94721043836701,28.354822541945985,class1
11,11,11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,79.01564066177137,27.717742983696727,class1
12,12,12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,83.67585767090124,24.459374275731413,class1
13,13,13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,85.30481481134025,30.160953059463058,class1
14,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,77.49575771472983,36.56917673372337,class1
15,15,15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,83.361075555234,29.94538480965582,class1
16,16,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,73.21913887190674,17.733086724563623,class1
17,17,17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,82.84821615239886,42.63157119390374,class1
18,18,18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,71.73008581443335,24.935333159611275,class1
19,19,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,83.36503563961439,33.07158198126632,class1
20,20,20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,82.6167691332589,24.945719780442527,class1
21,21,21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,87.24899921169202,32.56900938525853,class1
22,22,22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,64.25255755855036,28.71526310319425,class1
23,23,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,79.85154162401051,30.808977007282635,class1
24,24,24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,81.27104638067892,25.19860184554565,class1
25,25,25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,78.80998819001225,26.057871327649835,class1
26,26,26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,77.49493264727283,23.553049905439035,class1
27,27,27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,71.43923477918561,25.81045053161576,class1
28,28,28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,80.88548246517342,24.757018203368204,class1
29,29,29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,73.3959737498313,28.696195270766324,class1
30,30,30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,86.644445866592,24.607962465852143,class1
