,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
0,0,0,0,0,1001,Autauga,Alabama,-86.642749235,32.5349201866,378.3073866921432
1,1,1,1,1,1003,Baldwin,Alabama,-87.7498400784,30.6609696648,430.28722483642355
2,2,2,2,2,1005,Barbour,Alabama,-85.3931969755,31.8696032448,421.6192362801329
3,3,3,3,3,1007,Bibb,Alabama,-87.1264391014,32.9986442965,306.74835672621543
4,4,4,4,4,1009,Blount,Alabama,-86.5673709608,33.9808673856,442.5780922353522
5,5,5,5,5,1011,Bullock,Alabama,-85.7156972254,32.1005542205,414.2609326409601
6,6,6,6,6,1013,Butler,Alabama,-86.6802892154,31.7524339429,356.7810093019964
7,7,7,7,7,1015,Calhoun,Alabama,-85.8260308543,33.7714324565,399.1972559347172
8,8,8,8,8,1017,Chambers,Alabama,-85.3920429513,32.9143722298,290.8580065159397
9,9,9,9,9,1019,Cherokee,Alabama,-85.6037937156,34.1759559677,239.22078402518534
10,10,10,10,10,1021,Chilton,Alabama,-86.718813672,32.847853212,419.09212261372505
11,11,11,11,11,1023,Choctaw,Alabama,-88.2632012743,32.0196107831,367.8783942900524
12,12,12,12,12,1025,Clarke,Alabama,-87.8308098507,31.6766595802,387.0701605591149
13,13,13,13,13,1027,Clay,Alabama,-85.8605470841,33.2690858673,295.4325359894517
14,14,14,14,14,1029,Cleburne,Alabama,-85.5187680028,33.6745577167,427.5386153229242
15,15,15,15,15,1031,Coffee,Alabama,-85.9882069262,31.4026271796,388.9037301154608
16,16,16,16,16,1033,Colbert,Alabama,-87.8049852867,34.7004337984,261.78775804148546
17,17,17,17,17,1035,Conecuh,Alabama,-86.9936742092,31.4292715445,343.51041734037443
18,18,18,18,18,1037,Coosa,Alabama,-86.2476592648,32.9362268304,269.28476744571503
19,19,19,19,19,1039,Covington,Alabama,-86.4512425439,31.2484923988,211.53911261433208
20,20,20,20,20,1041,Crenshaw,Alabama,-86.3135388959,31.7315001844,432.45876810201673
21,21,21,21,21,1043,Cullman,Alabama,-86.8676194614,34.1319410705,312.60191763450484
22,22,22,22,22,1045,Dale,Alabama,-85.6110368183,31.4318270699,290.22374564271837
23,23,23,23,23,1047,Dallas,Alabama,-87.1064763258,32.325973709,214.21571283695258
24,24,24,24,24,1049,DeKalb,Alabama,-85.8041426436,34.4597729557,411.94560372183753
25,25,25,25,25,1051,Elmore,Alabama,-86.1491465307,32.5966480504,321.22384172670695
26,26,26,26,26,1053,Escambia,Alabama,-87.1616198682,31.1261225461,306.44159964753067
27,27,27,27,27,1055,Etowah,Alabama,-86.034762324,34.0452544,257.10021638168627
28,28,28,28,28,1057,Fayette,Alabama,-87.7388619701,33.7212061505,363.9178744212851
29,29,29,29,29,1059,Franklin,Alabama,-87.8438119782,34.4416706415,326.85482045455484
30,30,30,30,30,1061,Geneva,Alabama,-85.8389848955,31.095016693,219.6070954168595
31,31,31,31,31,1063,Greene,Alabama,-87.9522309156,32.8531388427,272.8166789911695
32,32,32,32,32,1065,Hale,Alabama,-87.6291176816,32.7626642246,410.8176314181925
33,33,33,33,33,1067,Henry,Alabama,-85.2414063367,31.5146944202,344.6825348024846
34,34,34,34,34,1069,Houston,Alabama,-85.3025273835,31.1531879718,389.0770444113268
35,35,35,35,35,1071,Jackson,Alabama,-85.9993005443,34.7794159964,420.9659079419598
36,36,36,36,36,1073,Jefferson,Alabama,-86.8963982424,33.5543385118,425.40777115849056
37,37,37,37,37,1075,Lamar,Alabama,-88.0968988585,33.7792058021,230.44881644916217
38,38,38,38,38,1077,Lauderdale,Alabama,-87.6539980067,34.901372384,324.8730608206964
39,39,39,39,39,1079,Lawrence,Alabama,-87.311044513,34.5216520166,421.0730727890835
40,40,40,40,40,1081,Lee,Alabama,-85.355562704,32.6011364841,299.5065103530293
41,41,41,41,41,1083,Limestone,Alabama,-86.9813747654,34.8100783219,337.54856523912696
42,42,42,42,42,1085,Lowndes,Alabama,-86.6501076967,32.1547500095,454.89463397033956
43,43,43,43,43,1087,Macon,Alabama,-85.6926686622,32.3859736952,204.10362307484763
44,44,44,44,44,1089,Madison,Alabama,-86.5502065185,34.7630897031,323.87611566741487
45,45,45,45,45,1091,Marengo,Alabama,-87.7895192944,32.2476134122,247.3235992195451
46,46,46,46,46,1093,Marion,Alabama,-87.8871383639,34.1365496957,295.3847430368817
47,47,47,47,47,1095,Marshall,Alabama,-86.306636969,34.3669621021,341.94711263532236
48,48,48,48,48,1097,Mobile,Alabama,-88.1975233535,30.6851516211,408.77129737543373
49,49,49,49,49,1099,Monroe,Alabama,-87.3654375115,31.5708340246,207.39989056517757
50,50,50,50,50,1101,Montgomery,Alabama,-86.2076142923,32.2202579876,226.9310452989879
51,51,51,51,51,1103,Morgan,Alabama,-86.8529215684,34.453472028,314.2108737278547
52,52,52,52,52,1105,Perry,Alabama,-87.2944007854,32.6384656558,429.16379694517525
53,53,53,53,53,1107,Pickens,Alabama,-88.0886925942,33.2808768859,206.42721011849605
54,54,54,54,54,1109,Pike,Alabama,-85.9409081483,31.8027084904,289.8791393964989
55,55,55,55,55,1111,Randolph,Alabama,-85.4590701568,33.2937873448,390.7413443350558
56,56,56,56,56,1113,Russell,Alabama,-85.1849624464,32.2883800156,414.7548401329924
57,57,57,57,57,1115,St.,Alabama,,,154.1919330677818
58,58,58,58,58,1117,Shelby,Alabama,-86.6606484037,33.2642770248,240.61490308936084
59,59,59,59,59,1119,Sumter,Alabama,-88.1987896089,32.5910175308,383.17224408503677
60,60,60,60,60,1121,Talladega,Alabama,-86.1659036872,33.3800616097,435.6290455002309
61,61,61,61,61,1123,Tallapoosa,Alabama,-85.7975022448,32.8624049426,360.23792300468875
62,62,62,62,62,1125,Tuscaloosa,Alabama,-87.525029952,33.2895498464,203.13685052917288
63,63,63,63,63,1127,Walker,Alabama,-87.2973573971,33.8033347429,456.2480361358383
64,64,64,64,64,1129,Washington,Alabama,-88.2078768076,31.4076037932,329.12044451417415
65,65,65,65,65,1131,Wilcox,Alabama,-87.3082017869,31.9892401922,441.33040449304997
66,66,66,66,66,1133,Winston,Alabama,-87.3736834128,34.1492251125,415.80653291828577
67,67,67,67,67,2013,Aleutians,Alaska,,,125.44540554667932
68,68,68,68,68,2016,Aleutians,Alaska,,,188.4258679194706
69,69,69,69,69,2020,"Anchorage,",Alaska,,,125.28156576445906
70,70,70,70,70,2050,Bethel,Alaska,-160.195267975,60.8490903436,119.46809506273028
71,71,71,71,71,2060,Bristol,Alaska,,,109.38500783481558
72,72,72,72,72,2068,Denali,Alaska,-150.011714676,63.6716419513,181.23728659187933
73,73,73,73,73,2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.25300795028446
74,74,74,74,74,2090,Fairbanks,Alaska,,,143.4855283732906
75,75,75,75,75,2100,Haines,Alaska,-135.470092205,59.0758951471,401.6632786103621
76,76,76,76,76,2105,Hoonah–Angoon,Alaska,,,174.8553545467974
77,77,77,77,77,2110,"Juneau,",Alaska,,,172.51700891946226
78,78,78,78,78,2122,Kenai,Alaska,,,168.86218279442338
79,79,79,79,79,2130,Ketchikan,Alaska,,,144.27995694118158
80,80,80,80,80,2150,Kodiak,Alaska,,,103.60038937169908
81,81,81,81,81,2158,Kusilvak,Alaska,-163.525464784,62.160012711,176.15807769736122
82,82,82,82,82,2164,Lake,Alaska,,,106.22647203015909
83,83,83,83,83,2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,141.60068587564805
84,84,84,84,84,2180,Nome,Alaska,-164.244322616,64.8354505226,143.2125333737854
85,85,85,85,85,2185,North,Alaska,,,133.0389273503019
86,86,86,86,86,2188,Northwest,Alaska,,,132.77892139120627
87,87,87,87,87,2195,Petersburg,Alaska,-133.002459292,57.1140130761,311.65472809498743
88,88,88,88,88,2198,Prince,Alaska,,,126.7747942591096
89,89,89,89,89,2220,"Sitka,",Alaska,,,103.43893328579708
90,90,90,90,90,2230,"Skagway,",Alaska,,,151.44670892122554
91,91,91,91,91,2240,Southeast,Alaska,,,112.7883724742482
92,92,92,92,92,2261,Valdez–Cordova,Alaska,,,172.91517363113567
93,93,93,93,93,2275,"Wrangell,",Alaska,,,116.09934008045668
94,94,94,94,94,2282,"Yakutat,",Alaska,,,147.95969710519125
95,95,95,95,95,2290,Yukon–Koyukuk,Alaska,,,192.43288906858407
96,96,96,96,96,60010,Eastern,American Samoa,-170.627332642,-14.2674550886,198.2373104682607
97,97,97,97,97,60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,173.62277443876906
98,98,98,98,98,60030,Rose,American Samoa,,,119.18865625104608
99,99,99,99,99,60040,Swain's,American Samoa,,,136.5721012868068
100,100,100,100,100,60050,Western,American Samoa,-170.784527256,-14.3355554126,121.6557719259378
101,101,101,101,101,4001,Apache,Arizona,-109.488828707,35.3955080611,25.899965422983755
102,102,102,102,102,4003,Cochise,Arizona,-109.751263137,31.8796370864,419.42453770249455
103,103,103,103,103,4005,Coconino,Arizona,-111.770512718,35.8386956734,24.60853622469841
104,104,104,104,104,4007,Gila,Arizona,-110.811737097,33.7997498678,225.805601378472
105,105,105,105,105,4009,Graham,Arizona,-109.887451628,32.9326627045,354.21946771596083
106,106,106,106,106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,345.8057587568396
107,107,107,107,107,4012,La,Arizona,,,197.90733857115023
108,108,108,108,108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,392.99157900784894
109,109,109,109,109,4015,Mohave,Arizona,-113.757910618,35.7040584995,136.75017415717076
110,110,110,110,110,4017,Navajo,Arizona,-110.321396004,35.3995733714,15.62998665292339
111,111,111,111,111,4019,Pima,Arizona,-111.789863499,32.097399026,210.26880859475875
112,112,112,112,112,4021,Pinal,Arizona,-111.344739896,32.9043665122,214.1021152585687
113,113,113,113,113,4023,Santa,Arizona,,,188.15136876598825
114,114,114,114,114,4025,Yavapai,Arizona,-112.553944833,34.5998564246,407.49615082136427
115,115,115,115,115,4027,Yuma,Arizona,-113.905618757,32.7696188927,382.7420439424016
116,116,116,116,116,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,316.9602079472625
117,117,117,117,117,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,457.03599765738005
118,118,118,118,118,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,382.95024616529264
119,119,119,119,119,5007,Benton,Arkansas,-94.2561015344,36.3387382969,415.2709426932144
120,120,120,120,120,5009,Boone,Arkansas,-93.0915633723,36.3085986469,596.6844683185927
121,121,121,121,121,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,432.4669022992405
122,122,122,122,122,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,296.68319273905536
123,123,123,123,123,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,405.5187931182462
124,124,124,124,124,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,232.17430421262705
125,125,125,125,125,5019,Clark,Arkansas,-93.1763674899,34.0509558643,222.560960230709
126,126,126,126,126,5021,Clay,Arkansas,-90.4173835629,36.3683942057,442.1802749845452
127,127,127,127,127,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,548.0288059950647
128,128,128,128,128,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,292.5075476142757
129,129,129,129,129,5027,Columbia,Arkansas,-93.227308885,33.2142871374,447.12964397564235
130,130,130,130,130,5029,Conway,Arkansas,-92.7013072101,35.2622207059,467.2220328002203
131,131,131,131,131,5031,Craighead,Arkansas,-90.632841255,35.8307887047,354.7553945824425
132,132,132,132,132,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,421.4748804372987
133,133,133,133,133,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,410.87138419929886
134,134,134,134,134,5037,Cross,Arkansas,-90.771226853,35.2957261162,534.7868140868652
135,135,135,135,135,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,383.55009923553405
136,136,136,136,136,5041,Desha,Arkansas,-91.2539442656,33.8333331807,361.5902293942129
137,137,137,137,137,5043,Drew,Arkansas,-91.720023319,33.5894557062,429.54305376640946
138,138,138,138,138,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,560.3221039410826
139,139,139,139,139,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,410.8474668504798
140,140,140,140,140,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,533.0077969080344
141,141,141,141,141,5051,Garland,Arkansas,-93.150399652,34.5767017575,439.09639176007954
142,142,142,142,142,5053,Grant,Arkansas,-92.4235830486,34.2900177408,280.2607344260647
143,143,143,143,143,5055,Greene,Arkansas,-90.5590717273,36.117697723,435.8141820497273
144,144,144,144,144,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,275.0834118152607
145,145,145,145,145,5059,Hot,Arkansas,,,126.3274955996787
146,146,146,146,146,5061,Howard,Arkansas,-93.9934933573,34.0887429323,385.92381530480077
147,147,147,147,147,5063,Independence,Arkansas,-91.5697116529,35.7415534129,505.8000148175282
148,148,148,148,148,5065,Izard,Arkansas,-91.9134102959,36.0948699143,465.42621357965385
149,149,149,149,149,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,565.271933986347
150,150,150,150,150,5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,286.63817217856536
151,151,151,151,151,5071,Johnson,Arkansas,-93.4598811569,35.5701227411,575.2998438474465
152,152,152,152,152,5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,396.75187165407056
153,153,153,153,153,5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,368.7809250195432
154,154,154,154,154,5077,Lee,Arkansas,-90.7820673213,34.7806229431,285.2240742129727
155,155,155,155,155,5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,225.62375515056002
156,156,156,156,156,5081,Little,Arkansas,,,142.93507961143268
157,157,157,157,157,5083,Logan,Arkansas,-93.7162169926,35.2153385104,531.7559170591283
158,158,158,158,158,5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,382.14218081179
159,159,159,159,159,5087,Madison,Arkansas,-93.7245618667,36.0109653302,441.4077454283137
160,160,160,160,160,5089,Marion,Arkansas,-92.6842202167,36.2683474959,398.71087874472386
161,161,161,161,161,5091,Miller,Arkansas,-93.8915614277,33.3121471783,272.03271962208635
162,162,162,162,162,5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,494.7989824415126
163,163,163,163,163,5095,Monroe,Arkansas,-91.2038921969,34.6778362856,443.3454066283315
164,164,164,164,164,5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,226.91448778910387
165,165,165,165,165,5099,Nevada,Arkansas,-93.3071433023,33.6639660687,304.36194272397444
166,166,166,166,166,5101,Newton,Arkansas,-93.2178669264,35.9199743544,560.0108807226705
167,167,167,167,167,5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,211.3248432741384
168,168,168,168,168,5105,Perry,Arkansas,-92.9314699116,34.9473737476,417.80969541815
169,169,169,169,169,5107,Phillips,Arkansas,-90.8480221032,34.42829125,286.29148230394156
170,170,170,170,170,5109,Pike,Arkansas,-93.6563416658,34.1634980417,309.09802436015366
171,171,171,171,171,5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,487.07178628007216
172,172,172,172,172,5113,Polk,Arkansas,-94.2280604373,34.4858849277,388.0768723717316
173,173,173,173,173,5115,Pope,Arkansas,-93.0341542751,35.447636026,478.4456761481591
174,174,174,174,174,5117,Prairie,Arkansas,-91.5527759528,34.8297827954,309.38203023802174
175,175,175,175,175,5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,431.0150187363249
176,176,176,176,176,5121,Randolph,Arkansas,-91.0277165202,36.341483312,541.1023567597045
177,177,177,177,177,5123,St.,Arkansas,,,186.0558307145456
178,178,178,178,178,5125,Saline,Arkansas,-92.676575561,34.6466183905,359.1860879627256
179,179,179,179,179,5127,Scott,Arkansas,-94.0632792993,34.8607684689,361.80093876367255
180,180,180,180,180,5129,Searcy,Arkansas,-92.6995245166,35.9109060184,544.1553607477994
181,181,181,181,181,5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,584.8622666974281
182,182,182,182,182,5133,Sevier,Arkansas,-94.2412727038,33.9972551652,218.93283551820915
183,183,183,183,183,5135,Sharp,Arkansas,-91.4798585278,36.1611646374,452.58879018588647
184,184,184,184,184,5137,Stone,Arkansas,-92.1567129536,35.8598655553,383.2123076316624
185,185,185,185,185,5139,Union,Arkansas,-92.5972913761,33.171357538,215.63030177730417
186,186,186,186,186,5141,Van,Arkansas,,,143.15026011067377
187,187,187,187,187,5143,Washington,Arkansas,-94.2155848036,35.9790563044,497.23261204286166
188,188,188,188,188,5145,White,Arkansas,-91.7455472673,35.2562753346,430.6692508872913
189,189,189,189,189,5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,489.0322768460113
190,190,190,190,190,5149,Yell,Arkansas,-93.4112514229,35.0025779761,455.3726110936124
191,191,191,191,191,6001,Alameda,California,-121.917998966,37.6504930265,516.334965643965
192,192,192,192,192,6003,Alpine,California,-119.82065303,38.5972506332,516.031413806878
193,193,193,193,193,6005,Amador,California,-120.651115621,38.446389504,340.9323815512538
194,194,194,194,194,6007,Butte,California,-121.600671735,39.6669293633,528.6608140620289
195,195,195,195,195,6009,Calaveras,California,-120.554132098,38.204606803,526.5005529697913
196,196,196,196,196,6011,Colusa,California,-122.237029616,39.177573113,330.9825763220673
197,197,197,197,197,6013,Contra,California,,,197.1133394955361
198,198,198,198,198,6015,Del,California,,,155.37233219666763
199,199,199,199,199,6017,El,California,,,114.23969570264472
200,200,200,200,200,6019,Fresno,California,-119.649322632,36.7581801263,366.2035910863784
201,201,201,201,201,6021,Glenn,California,-122.392206808,39.5984047698,358.57083132453687
202,202,202,202,202,6023,Humboldt,California,-123.915819446,40.7050090829,452.3151791121171
203,203,203,203,203,6025,Imperial,California,-115.365336962,33.0395904342,451.9578438527723
204,204,204,204,204,6027,Inyo,California,-117.410789686,36.5111268089,131.53553918142762
205,205,205,205,205,6029,Kern,California,-118.729900424,35.3428473738,387.66128473240656
206,206,206,206,206,6031,Kings,California,-119.815502709,36.0753604529,570.9727766889673
207,207,207,207,207,6033,Lake,California,-122.753183909,39.0996453445,547.6904251128392
208,208,208,208,208,6035,Lassen,California,-120.594332834,40.6735903894,310.4509119983695
209,209,209,209,209,6037,Los,California,,,192.03602511101536
210,210,210,210,210,6039,Madera,California,-119.762644507,37.2180440575,544.542927822481
211,211,211,211,211,6041,Marin,California,-122.748858563,38.05518334,439.56903941214887
212,212,212,212,212,6043,Mariposa,California,-119.905517029,37.5815223099,320.93360506871704
213,213,213,213,213,6045,Mendocino,California,-123.431553907,39.4336238198,480.83644183258207
214,214,214,214,214,6047,Merced,California,-120.717688,37.191870471,515.2886616149278
215,215,215,215,215,6049,Modoc,California,-120.725028959,41.5898335739,319.9452021674194
216,216,216,216,216,6051,Mono,California,-118.886709262,37.938990343,369.9743456018148
217,217,217,217,217,6053,Monterey,California,-121.308901554,36.2397743956,312.77163697640185
218,218,218,218,218,6055,Napa,California,-122.330538465,38.5064964441,467.9094316930458
219,219,219,219,219,6057,Nevada,California,-120.768752113,39.301369579,500.5916675233899
220,220,220,220,220,6059,Orange,California,-117.776142822,33.6769134328,414.02388201843684
221,221,221,221,221,6061,Placer,California,-120.717645936,39.0634313879,564.0311276108202
222,222,222,222,222,6063,Plumas,California,-120.838597596,40.0046824769,402.5880507727505
223,223,223,223,223,6065,Riverside,California,-115.993845895,33.7436800499,213.15615827163325
224,224,224,224,224,6067,Sacramento,California,-121.344253814,38.4493208547,389.31972130404966
225,225,225,225,225,6069,San,California,,,140.12848081663117
226,226,226,226,226,6071,San,California,,,174.21323077675976
227,227,227,227,227,6073,San,California,,,182.8719986397724
228,228,228,228,228,6075,San,California,,,159.447149243369
229,229,229,229,229,6077,San,California,,,101.87629823990372
230,230,230,230,230,6079,San,California,,,118.84729777145353
231,231,231,231,231,6081,San,California,,,169.62590647829776
232,232,232,232,232,6083,Santa,California,,,118.77922609530604
233,233,233,233,233,6085,Santa,California,,,122.50338779827852
234,234,234,234,234,6087,Santa,California,,,162.89695198125503
235,235,235,235,235,6089,Shasta,California,-122.040521531,40.7637666014,363.25162011582165
236,236,236,236,236,6091,Sierra,California,-120.515996378,39.5804001016,527.6843258392258
237,237,237,237,237,6093,Siskiyou,California,-122.540367763,41.5926866339,440.93035822598944
238,238,238,238,238,6095,Solano,California,-121.940024418,38.2669127871,572.2174843056735
239,239,239,239,239,6097,Sonoma,California,-122.922544658,38.525292575,423.89388345162
240,240,240,240,240,6099,Stanislaus,California,-120.997682895,37.5591374435,357.9359348721963
241,241,241,241,241,6101,Sutter,California,-121.694849665,39.0345595213,414.8393281347834
242,242,242,242,242,6103,Tehama,California,-122.233884853,40.1257361849,300.7104631797896
243,243,243,243,243,6105,Trinity,California,-123.112627727,40.6506935615,494.0611563357237
244,244,244,244,244,6107,Tulare,California,-118.80047248,36.220156659,598.2407293012957
245,245,245,245,245,6109,Tuolumne,California,-119.95475358,38.0276014047,300.6919743185935
246,246,246,246,246,6111,Ventura,California,-119.126027193,34.3575285169,397.2413678454734
247,247,247,247,247,6113,Yolo,California,-121.90161702,38.6866603948,474.4441286866455
248,248,248,248,248,6115,Yuba,California,-121.351262732,39.2690076722,485.8615080568452
249,249,249,249,249,8001,Adams,Colorado,-104.337801716,39.8736400746,15.15462574405193
250,250,250,250,250,8003,Alamosa,Colorado,-105.788288197,37.5728931402,5.777090434551694
251,251,251,251,251,8005,Arapahoe,Colorado,-104.339234024,39.6497752303,25.81970334701744
252,252,252,252,252,8007,Archuleta,Colorado,-107.048288324,37.1936094363,23.80233359851374
253,253,253,253,253,8009,Baca,Colorado,-102.560476646,37.3191787991,21.34520363894344
254,254,254,254,254,8011,Bent,Colorado,-103.071704571,37.9550855775,1.885740080332623
255,255,255,255,255,8013,Boulder,Colorado,-105.35770567,40.0924597674,21.25171281321615
256,256,256,256,256,8014,"Broomfield,",Colorado,,,196.1571741215216
257,257,257,257,257,8015,Chaffee,Colorado,-106.194066665,38.7469030854,3.690993906192524
258,258,258,258,258,8017,Cheyenne,Colorado,-102.603395824,38.8279397207,27.068709609054885
259,259,259,259,259,8019,Clear,Colorado,,,175.0145249809709
260,260,260,260,260,8021,Conejos,Colorado,-106.191627951,37.2006875346,27.254629222877284
261,261,261,261,261,8023,Costilla,Colorado,-105.428249706,37.2779522735,12.08498483527395
262,262,262,262,262,8025,Crowley,Colorado,-103.784825661,38.326661062,15.980358570856476
263,263,263,263,263,8027,Custer,Colorado,-105.367471778,38.1086779015,24.905665510255663
264,264,264,264,264,8029,Delta,Colorado,-107.862876811,38.8613737904,25.45675590505801
265,265,265,265,265,8031,"Denver,",Colorado,,,174.33164417941882
266,266,266,266,266,8033,Dolores,Colorado,-108.517265273,37.7516108062,10.221902781471586
