longitude,latitude,Value
145.44341019526400,-29.13907309991200,54.57944718067610
141.942567060828,-20.12388431078560,64.4221151188155
147.8062002749430,-29.533568049980400,29.94851178237060
139.32610069534100,-20.04122635773280,70.08694380030160
137.82301369772400,-23.3808724452093,59.25563564589490
138.97937409153300,-24.10855225861920,53.07850634108290
135.6222279160640,-30.05814096382380,14.294698465990600
136.90104436190400,-25.657727386631400,58.375639587633700
145.117642340694,-19.685376664871500,67.760797690153
137.50227076093900,-30.83780670845550,43.83090420203890
147.34947834182900,-31.545117954477200,96.35533401480980
143.4074223571970,-19.362999482840700,93.70414815984100
142.10464197684800,-22.06029314843220,1.3515347678737800
149.68710311763900,-27.098286294979400,15.211740376702600
150.99198226495000,-28.8891195255531,59.16189881428010
138.8089564474740,-27.20344500073010,39.00181161278710
146.36265359047000,-20.424622153402300,97.91656818805810
145.42105330432400,-31.347543491025900,84.83845374519740
146.57083945176300,-26.91431821314070,64.71691815571620
141.31069880163800,-19.87322281752070,34.38379363488260
137.91141814352200,-19.50866268584440,9.095695913022280
135.09270366089200,-28.177596610517800,34.80454620249730
140.68175452577100,-19.359464624847100,28.05136728836290
148.71495443997800,-28.295209918341800,13.98169336203480
139.66847496776000,-26.33710593754850,97.82270198642580
136.43520532173300,-27.665913262616500,83.49381314374280
144.97612889843300,-31.92822189132110,52.63343526920360
149.9372721726750,-20.417737978950300,46.869379994167100
135.58434749703700,-30.18843089886130,45.72563447599030
138.82488144865700,-30.895900542054400,14.26798332789310
143.93062744979900,-25.348125629405200,61.99300710716170
141.26700380227800,-25.609692733951100,1.3466689229543100
141.8609952338350,-26.186952951503300,93.03441907712780
135.59043885619700,-20.433252944980400,68.35804606281970
146.75953036942000,-30.03549485339920,8.263308029111650
145.03956653731300,-29.61262133648380,81.03700257034600
136.0374904635650,-31.0627933982557,26.22368566205600
146.3219793524420,-23.21385990724780,11.246877132418400
137.72027077184800,-18.822050264178400,91.07512990140260
141.40365038486600,-23.980781993688900,28.895989004342100
136.34789515139300,-24.97820341056570,4.343356257621420
147.51156883660200,-22.02618234615430,33.93297299508370
142.40668718402300,-27.69220999487040,50.81406861927490
150.27782212165400,-28.48631736360760,81.39279558987000
137.35367716523800,-20.71185834887430,50.02889458830380
137.81875635238000,-28.627169435981400,92.48489001521580
145.76826271969500,-29.807927053373500,40.22814098301780
146.0399661974040,-26.891587596435500,28.051333856990900
142.9896335453400,-20.49597740899410,66.81236559791540
145.61009039606600,-30.819661483396600,8.468828881068110
150.89962275271700,-19.867407639139300,16.281258979433000
147.23032847205500,-31.80848281862670,10.978687166005200
139.38878065120200,-18.089794678057800,82.48861314445170
142.17465690649800,-21.11989068600390,49.10296303775570
144.27716197897000,-18.3842575167571,76.09510485977630
136.6372696739770,-26.94246000582680,33.72301606200670
140.67958773665800,-31.752182320089900,31.68916813559840
147.97422240513400,-24.697522846079000,41.80982719666530
137.32520592233200,-31.4341550890098,97.5139808649399
142.46555962655500,-29.947732761209,14.445461642072000
144.0876701940450,-25.26038490310630,1.89139933158362
149.40655001120100,-26.15708876451990,57.11651568065680
150.98398888309300,-22.0344238249563,19.537632866325500
137.68322594544700,-26.010316219081000,13.766670065926100
135.64105335789300,-22.25467320940930,50.1834510820195
140.48634170306600,-22.84046756870870,29.543711770453100
148.19751464750000,-25.188401770695100,82.44975651064660
140.39267078946600,-30.44540989061320,47.79494655300960
136.78843484131500,-26.349354437749900,41.8401465608978
141.2020065876590,-30.385955976185,70.78627579772580
138.1907050827880,-25.108445721217600,88.23465398800200
142.6445656634040,-27.09315233787130,78.76170599006840
145.7067681908780,-26.69457969256380,95.04347642220790
146.52420983185600,-31.27160290690990,84.32879696527080
137.88998527969300,-24.482389337732100,10.99087368293170
143.13467152360500,-25.503370930693400,23.99722003175080
138.04593808289800,-20.82469821837790,3.81255245092741
142.76690676575100,-25.101811256555900,71.7960272512458
137.74762658786600,-20.645931909607500,75.4226047965025
143.36374776844500,-22.67368339277810,59.72389157915860
140.03588393671200,-27.807422587774800,17.419043577642300
137.7841559208970,-23.75675811318720,71.03034297490890
135.7188195470920,-26.0455999646918,1.13504550799173
146.8616409129140,-27.55462517689660,34.389892858885800
137.9592095468340,-23.71644233722850,48.53105106916230
141.62940998767200,-19.64531223000290,10.060358000428100
146.40823374555300,-19.831602283673000,81.69003208482200
136.07526433780300,-24.957111945975000,53.4474766722776
141.5588154768280,-26.618732849044600,64.25249956398100
137.6547804376170,-22.80034225150020,77.17026873507190
137.4905178146910,-29.65953379380340,77.76085976412720
150.49293790139900,-28.17314851914920,67.93359688293410
144.13356127742600,-20.171283819138200,32.78104361768980
140.22359816442000,-22.19604395205960,12.175087807427000
137.12214866433600,-31.500021640339400,93.71704665838270
146.19699735064800,-20.71539356173110,91.33671684083790
144.86190104091600,-30.4785978526399,34.68010634400820
148.22978517881400,-28.504208021963900,98.1445416395822
147.4930045516540,-21.485563532429100,54.726735818223800
147.03090422351500,-29.0118539452451,17.769111176872700
141.1650890939980,-18.879689510142200,17.447939621812800
138.281675476562,-31.460250143096500,40.35857801876360
141.32213985319700,-24.07289398098150,26.569628962440500
139.99450430916800,-23.757734106160900,44.91859010015810
150.8670790815080,-25.775240140573800,31.83995559320220
150.4366569566550,-30.369985836809000,43.09616057506390
150.05697156399200,-27.735649863456000,80.2926291458883
135.94914030103900,-29.57073525756580,49.55317404994970
140.8575772929040,-28.595363609423200,91.66514399541660
148.05962100527900,-27.67993298683750,35.52311789581600
147.50790170180100,-24.564559592729900,72.5954002546183
140.52384349263700,-23.378249692856500,55.94816588201880
143.8163143567930,-19.259478029128500,21.14462442869810
137.37853508449200,-20.03839492468060,82.34789164727560
140.99480653496500,-22.28582642630040,42.773173660626600
147.5864809313480,-30.325735013258800,60.34958874401080
136.5931117022810,-30.96975025316270,70.88737250051210
150.31833319321200,-28.45894978871850,69.67902893157100
141.7436656522830,-30.880982827869000,65.3155566610167
150.7689269866130,-18.7186027992108,5.102994894775690
145.28329692597700,-25.572752630813800,71.27479684382770
142.48155267029500,-21.50681279006450,53.13543790446900
149.28913658028000,-27.922943285618300,74.12585999911840
142.66112554399800,-21.520134578165500,30.236590239657600
144.77326686814200,-25.01733772182510,26.059170130783500
147.17931425725300,-21.11260500993810,32.32654666562260
148.52336150803800,-31.25499864239460,13.732630379013300
150.26529553621100,-21.028872605842500,57.64112961487280
148.96128989105400,-18.131824380393900,7.505261777982970
137.7048343686160,-31.79488238331370,98.1446690235513
138.5596998773810,-19.97781568644160,11.656280582164700
146.21689341002600,-21.982357643745100,43.61457542988410
137.45047438722800,-28.574735081487900,41.7604812523708
135.30044382059300,-18.063733119562400,53.1577534087798
148.0997093295930,-19.399526551006100,30.34826338573370
144.88133740877700,-21.90882708604220,48.23998110352850
147.66260418121300,-26.90132245533070,72.76582797988520
150.1457386302410,-28.17347878780300,94.271379976549
140.54207955456600,-25.222979624393000,1.85256506879312
143.1257092572800,-24.85747485017400,34.58064586963940
148.61162611140300,-30.453256182429100,83.9908454582355
140.81351486758700,-24.971364840880100,50.19367745014870
141.4262562648010,-22.866851009225000,98.26909872485370
149.22885174624500,-19.24618239775690,12.278072312743300
142.1113168716590,-29.64051847800490,72.59731854601920
149.73717418328500,-22.545221955650000,25.502641164938700
142.34904060402600,-31.735632725518600,68.70540486316280
149.4234287623870,-23.28223561991410,24.68864374377380
142.07742309491000,-22.165397796745300,4.232571672283760
139.6015765447150,-21.436340712101900,39.40494005087260
143.2227117258670,-23.90185619228530,95.87319756922680
137.55559716629600,-23.88345811232990,15.739971526114400
136.7491352667370,-31.817092135525500,22.811257722345400
140.75935211749300,-28.52628199483020,21.730140639446400
140.37151481781600,-23.21295839080470,52.19800006789220
143.22899016949700,-19.192133881607400,39.76998424581540
148.59573690909900,-18.18510599866710,51.91034385231550
143.85686868434300,-26.879038265567700,21.118163647815000
135.61266802649500,-24.545642391827300,16.349906466060200
148.12538185791600,-23.070570811186800,40.33376734684510
142.45278415923800,-30.226234857471500,84.85546552584730
150.53337315353400,-22.60686973255200,97.83597214941310
141.6553980963990,-23.5140698134674,78.8553533547483
145.9831676155910,-27.73846374381320,44.56860774352740
139.89582366619600,-18.55025333515070,18.40361380547020
140.69859843512800,-18.101868911994300,27.35744395511350
144.51181844731800,-23.597515368837700,90.917952086623
150.9488382609490,-23.99347325837260,69.36886689458980
138.3071542670990,-31.36250228733600,52.5533220497575
142.1307336130900,-24.215590754750900,6.758198444217770
143.63199957207600,-22.127528116502200,40.58347323265630
140.60216222250100,-26.945665282600800,73.34617490431730
136.8974122035600,-18.79948066456290,67.70446098763250
150.3954794292810,-27.08810574847760,20.646226357863100
148.89533761844800,-20.0866854312576,27.392042217199000
149.22709976079400,-25.26818656962920,83.0541435065312
146.1895552996290,-19.02096154532920,93.48984666203010
139.96939047157900,-19.06931179083900,57.97601600221090
150.8703532538110,-19.183155506565100,13.595804578783700
138.69750898297100,-20.058314602312800,56.40322513949130
147.4578471078090,-20.122279409766200,25.84754269720140
138.54528546076400,-22.835306288833900,3.7007199735825000
148.87616482682500,-20.04548240268010,9.195244403051040
137.7313744493350,-23.41507372723190,13.544407330312200
147.46047952925700,-21.556587305307200,85.06331737849380
144.09716131049200,-19.90977827288650,65.89137435301950
138.5297045860140,-25.14144275434250,31.8941830441316
148.34894162472100,-19.05993514662550,13.597440579031700
142.49778676620800,-23.02693579277790,2.9732627897538600
137.34183852784100,-23.38870774269040,57.6374782944526
135.29020206088400,-19.3135210551692,52.5193363889985
135.9067831889520,-31.680492231765000,9.758440935360550
138.07415078066600,-23.752722942605600,95.5513282439378
145.6978827882880,-22.357661908031900,87.65484565612470
150.18692168862000,-22.159870786189700,26.016137850236500
150.9405468074130,-21.816559576709100,71.17497277645500
147.76462480088000,-31.79143960849590,75.59428458181540
138.3263897551730,-21.24477401969360,97.38068293923040
150.95630111981500,-25.9663518996584,21.050309960122800
150.84103634170900,-23.528599858449900,97.32371088319270
119.9223425070440,-18.53806229245590,10.414666186723100
123.10998174151700,-16.9521876294683,66.36288724824440
123.43700959325000,-31.565811441348600,34.86466923727190
120.43514679808900,-30.333165305232400,41.06056868621960
119.62617029172000,-22.858439034360600,65.92320596078020
120.6282350175070,-24.934774029412000,59.39706568538420
121.53202596795700,-27.5094861615979,96.35396281708960
122.92879243660600,-28.5056491277998,52.50626964733540
118.03251404643300,-16.491879721801700,52.05349926607660
123.38510395209700,-29.231295398987700,79.0303943237404
122.45522140412800,-31.167522346590600,70.20639373251920
120.21853187287500,-29.282180870631700,58.198055220868900
123.31895247810500,-17.079285682036700,2.9391596289844300
120.14727744005100,-29.971285240520400,94.52975198893460
120.90473911198500,-30.818390810989400,16.55440984454590
121.77654617552700,-22.29503922265460,93.71974504201810
118.61144782923500,-29.269993232434900,36.079201949066400
122.4291816289170,-23.85287860111460,84.57392397581040
120.88547520869200,-31.08891336503810,61.025491489777500
118.89621280791200,-29.622026200408900,13.075597559491200
121.08902079460300,-27.82395819703810,28.29804496550400
122.11461470711300,-18.308193737345700,76.30578949297530
120.03628235783400,-17.15612119421880,25.8822774971443
121.34936870347000,-22.461766307961500,52.93700076873900
123.23439605816800,-29.111580724738500,64.08085966878100
118.18294880145200,-28.096267527709400,81.52845574787650
122.6406048007920,-22.66541731207700,28.018751489411400
122.40453232405000,-20.784330589830400,25.031584294318200
119.52297599014500,-30.8707213232059,65.18121148045100
122.96471747523100,-18.03874143870610,91.96574601158960
123.07604621452500,-31.297145828137000,41.75752138196320
123.46197393211400,-23.84404722572550,53.473534604021300
123.5059601195390,-16.529090154665900,89.5675981447419
119.12672129723400,-22.922568455622700,70.34347208219650
121.32471036405400,-23.74338215740830,4.587642814207840
119.808848864256,-25.37536219513010,45.04280493078590
122.80832361547500,-21.509125133028700,28.64245975745360
118.88898458465500,-18.06909854346000,76.14051021486190
122.71332981663500,-31.683873965120500,94.97950316519160
120.61486401651100,-28.645565997170600,82.97636441331320
119.35441049519900,-30.09431293082840,55.475057083224600
122.26817970331000,-20.056510682961700,20.91166716229710
119.30523842858600,-18.619212433292500,66.08754776219640
119.55222402536200,-28.76921556057290,99.62422549710750
123.1447083564690,-17.01216885689700,80.04791819386030
118.07354662580600,-21.731875874135800,72.16675059147230
119.77701216069700,-31.33311382781210,2.885247013478930
120.15614211938000,-31.60121552357630,62.02153432829220
121.71671130990100,-26.362247098051200,54.87453941293820
123.31269093795800,-28.95448006836040,7.752667062427260
119.20614198690900,-25.68367241376640,5.389002644403600
121.39423413678200,-26.1250497576423,49.62665291676180
120.98476448191100,-22.475007320638700,47.898711151785200
120.40143358543000,-23.067636817599700,31.160285730773900
121.53213887822500,-25.63114007062680,56.7399582072716
123.9515263431080,-30.032826373449700,39.80595226807310
121.47683661791300,-30.394164137812000,76.44551913941680
122.20020144613300,-18.836250559903200,76.10367415455650
123.1422183955220,-28.767166073392300,61.920617600599900
